Comments,Ratings
"This hotel exceeded all of my expectations.  I picked it for the amazing pool and architecture and I'm so glad I did.  Our room was on the 40th floor with a city view.  The room was comfortable, quiet, and had all that one would expect.  And those views... The pool was just as amazing as I'd hoped.  It's a tourist destination itself.  I'm so glad my first visit to this amazing city included the Marina Bay Sands!",5
"Very remarkable stay with stunning view both from the room and infinity pool.  We stay at 39/F and It is very impressive that the housekeep specialist Ms. Zhu Mei managed to keep a very tidy clean up everyday we requested for a room make up service. What's more, the cute animals made by towels are super cute! We love it very much and thanks for the smiley face she welcomes us.  A warm stay and very convenient to go to any other visiting spots in town. ",5
"We spent the first few days of our honeymoon there. We got an upgrade to the 31st floor and got our room early upon arriving. The room was spacious and beautiful. We had a gorgeous view of the water and the botanical garden. The poo, was the main reason we chose the hotel. However, it wasn't all we had hoped. Very crowded and floors were slippery. It was still a sight to see. The shopping plaza was fantastic with every upscale retailer you can think of. Loved our stay and will come back again",5
"rude staff in the pool . amazing checking with Maria . we celebrate our anniversary , Maria took care of everything nice hotel  , nice suit room ,amazing view . the dinner in the international buffet was amazing .",3
"Stayed for a night. The room was spacious and comfortable. The viewing deck was good and so was the infinity pool before it got really crowded. What lets this hotel down is the overall service by staff. Aside from the housekeeping staff, the service felt really impersonal. Just doing the basics such as greeting guests and smiling seem to be too much work for some. We even witnessed a staff member at the breakfast buffet yell at a guest who couldn't understand what she was saying (language barrier).   Such a shame because otherwise, the location is excellent. ",2
"I stayed one night at MBS because it was the thing to do as a tourist visiting Singapore. Overall, it was an okay stay but I'd recommend for those looking to stay here only try it for a night for the ""experience"" but switch to another hotel  thereafter for the rest of your trip. Firstly, it's a very pricey joint and at S$499++ the room did provide a nice view of Gardens by the Bay. The Infinity Pool up on the rooftop was also a wow. But that's where the positives stop. The buffet breakfast up on the rooftop was a total ripoff. At nearly S$53 pp, the quality of the food wasn't the best - I've had much more memorable ones in other major hotels. The thing I can't get over is the appalling customer service. One wait staff was literally yelling at a non-speaking English guest for her…",2
"We didn't stay at this hotel, but non guests are able to go to the cheese and chocolate buffet at Club 55- which we did. The buffet was amazing, there was a large selection of cheese and bread plus accompaniments, and an even larger selection of chocolates and desserts. We recommend not eating much before coming here as there is so much to sample! As if the buffet wasn't good enough already, the views from floor 55 of the Marina Bay Sands are outstanding. Service was very good and there was a pleasant atmosphere (entry is by reservation only, so it should never be too busy). On a Tuesday there are half price cocktails which we enjoyed. At $48 per person (including unlimited tea and coffee) we thought the buffet was very good value and a great experience.",5
"Access to the rooftop infinity pool was the main reason we booked this hotel and although it's pricey I thought it was worth it. We got an early check in so had use of the pool for the whole day which was great. Staff are excellent throughout the hotel, very friendly and helpful. The hotel is crazy busy but somehow they manage to have a seamless and efficent check in and check out process! Hotel itself is huge and attached to a big shopping mall...so big sometimes you lose your way getting around. We booked a city view room which had a great view. The room itself was nicely decorated and large, but to be honest it didn't blow me away. As I mentioned already the main draw is the pool...which was fab and had fantastic views of the city...as we got an early check in we used it all…",4
"The hotel itself looks amazing but inside the lobby is a bit disappointing as it is just a standard lobby with lots of people, check in can take a while but you get free drinks and ice-cream so can't complain. No sight of the lots of restaurants and attractions it says it has 'in the hotel' However, all this is around the hotel, shopping mall, museums etc. There is lots to do! Given the price per night, we stayed for one night with the intention to be at the pool all day, and it didn't disappoint. We arrived at midday and throughout the day it was really quiet and picked up at 4pm onwards, we stayed until 9pm. The food was amazing, the view was the best, there were fighter jets, parachutes, machine guns, tanks, all in one day! Sunday is the best day to be there as they have the…",5
"What a hotel, 15 minutes, only one traffic light, away from Changi, this Singapore landmark. Had a harbour view room, means you look at botanical gardens, not to the city. Nothing to complain about the room, spaciaous, good shower, large tv, large bed, good internet, 2 free water a day.  The pool is obviously the place to go, next to ce la vie restaurant. The latter, very expensive, but hey, this is the 57th floor. Pool open from 6, and crowded from 6, lol. Views breathtaking.  Breakfast at rooftop too, always a queue, not so well organized, also very low table only, cosy, but not so convenient. Large selection of food, western, indian, asian, you got it. 52 sing a steep price.   Also check in and check out, queues all the time, and concierge service to get your bags, take them…",4
I stayed there for 8 days and everything was perfect.   Plenty of restaurants with my favourite being Bread (Gordon Ramsay restaurant) buy many other good ones.  The room had spectacular views and it had everything you could want. The gym was great too and working out with that view was amazing.  Top marks.,5
"We stayed at the Marina Bay Sands for 3 nights on our honeymoon. It is an incredible hotel - absolutely huge and it has many luxurious facilities.  I would absolutely recommend it for the experience of the view and the pool. The pool is breathtaking and the view is incredible. The breakfast buffets are unbelievable and everyone will find something they enjoy. The buffet on the roof near the pool is the best.   Other than the experience, you are a very small fish is a very large pond. We waited 2 hours for our luggage to be brought from the concierge to our room because they were busy and had to get to the rooftop pool at 6am for a sun lounger. It does feel crowded and they do capitalise on the experience. Someone from the hotel took photos of us in the pool which we could…",4
"I loved my gorgeous room overlooking gardens by the bay and the ocean, such a treat to view this part of Singapore, beautiful day and night. I was however more disappointed by the Swimming pool : of course it is (maybe) the most famous landmark of Singapore, however it’s a bummer when you are a swimmer and want to do your lapse early morning and it’s still filled with Chinese tourists that have basically no respect, and just want to take pictures pictures pictures. Hence my so so rating: i feel it’s pitiful you can’t really enjoy the pool that you are certainly paying for, since during the day it’s a tourist invasion, and in the early morning, good for pictures (apparently) ",3
"We have been here twice now, the first time we stayed for a week. We had an incredible room ( not cheap but the view and facilities made the treat worthwhile) . The service was exceptional as was the food.  Of course the Skypark and the pool are the absolute highlights.",5
"If you are into the Disneyland-slash-cruise ship kind of a traveller, then Marina Bay Sands might just be the hotel for you.   It felt so massive, too crowded, too much for me to digest that I wasn't really able to enjoy my stay in the hotel. there were like hundreds of guests queuing at the front desk to check in, it felt like I was going on a cruise ship. It didn't help that we arrived when MAMA (Asian Music Awards) event was happening and the hotel was booked with dozens of asia's pop artist who were staying in one of the (cordoned-off) tower. Long queues at the lobby restaurant for breakfast too. Even swimming at the roofdeck pool felt uncomfortable with too much people.  Nonetheless, I'm glad to have experienced the iconic building in Singapore.",4
"We stayed on the 50th floor overlooking the city. Fantastic views day and night. A king bed and sofa bed was suitable for 2 adults and 2 small children. Lots of amenities and remote control for the curtains. The infinity pool is amazing but very crowded. Great option of adults only and kids pool section. Hard to get a deck chair with so many people. Access keys are provided per person to access the pool area. You guest you can visit the Observation deck for free as a guest. Breakfast is fantastic! Check in and check out was very efficient. Easy access to food court, casino and Gardens by the Bay. Prices are a bit excessive though.",5
I stayed at the hotel for 3 nights with my family. The room was clean and comfortable. We didn't take the all inclusive breakfast we chose to eat instead at the convenient shopping Centre/ mall attached to the hotel (beautiful) with so many choices. The hotel has many beautiful restaurants and exclusive shopping to fulfill every need. It is situated right next to the flower dome and cloud forest next to the super grove tree at the garden by the bay which is worth seeing. What is also AMAZING is the Art & Science museum which will blow your mind. Worth visiting. The exquisite infinity pool is breathtaking but be prepared to share it with all of the hotel guests +/- 3000 guests. Even at 6am there must have been around 100 people there already. Brace yourself for all the crowds…,4
"Marina bay sands is located in the heart of the singapore city and it's a part of all sight seeing trips in the city. It's a big hotel on top of it is the famous skypark. Tourists can get up to the top after taking entry fees. There is a small photo session at the bottom, the memories at the marina bay will be given on reaching the top. High speed lift service is available nayicha will take you to the top where we can experience the awesome scenic beauty of singapore. We can see the city at a glance and can take nice clicks which will make your trip memorable. So never ever miss this.",5
"Nothing to add to hundreds and hundreds of excellent feedbacks already received..  Everything was superlative and the architecture is majestic, unique design.. excellent!  We got a room on the 51st floor, of course the view of the city was incredible. We enjoyed every single detail: the cleanliness, the scent of the room, the comfort of the bed, the softness of the sheets. And what about the pool... definitely amazing! A special thanks to Miss Lydia Kho, who was so friendly and incredibly helpful, we appreciated a lot. We loved to stay there..I truly recommend this hotel!",5
"We had a great time staying at the MBS although just for a night. Despite going for the cheapest room option we got a room on the 38th floor with an amazing city view.  The view is to die for. Arriving at 10 am in the morning we were ready to store our luggage and wait until the usual 3pm check-in time while the loveliest lady at the check-in counter gave us the room straight away without any waiting time (which we were super grateful for after a long flight!). All the staff throughout the visit were helpful. The pool as expected is great, with drinks priced rather normal for Londoners, water warmish, at every time of the afternoon, evening, morning we found free sun beds, as well as free spots for photos at the edge of the pool. Ce la vi Restaurant on top of the hotel has great…",5
"I enjoyed my stay at the MBS. I booked a deluxe twin room and a month before arriving, I emailed to ask for a king bed. They obliged my request. However, when I arrived, they were out of king rooms so they upgraded me, for free, to a premier king room.   I ordered room service and had issues with the room service. Since I waited until check-out to voice those issues, they argued with me and only gave me 100 SGD off of the bill.   Overall, nice hotel. Pool is crowded always but it's a part of the fun. Everything is at the hotel is expensive, as is everything in Singapore.   The elevators are slow to arrive and normally full to capacity.",5
You can really enjoy your stay there and to have the most magnificent view of Singapore at night and at day!!  There is nothing bad to say about the best hotel in Singapore but only one thing that there is nothing special in the room and you have to queue much for breakfast even in low season! ,4
Loved this hotel yes tad expensive but you only live once. The pool and bar on roof are amazing and food was good. Security good key card needed to operate lift and get into pool. Everyone very friendly will definitely stay there again,5
Marina Bay Sands Hotel in Singapore is a remarkable hotel! I would dare say it's probably the largest and certainly most photographed. It has become a famous structure of the Singapore skyline. There are more high end shops and restaurants than I could possibly count. Even if you don't stay here almost everyone will visit the shops and restaurants... it really is amazing!!! A must see!!!,5
"It is an absolute eye wondering experience to be looking from the Infinity Pool on their roof top, shame for the price you pay they do not give you a bottle of bubbles or a welcome gift. Not cheap but  plenty of other places to go & eat at.  The light show from our room of the Gardens was spectacular.",5
"Marina Bay Sans hotel have made our vacation in Singapore so much better!  Great stuff, amazing room with a great view and unforgettable swimming pool! Worth the money , what an a great memory! :) Go for it",5
"We stayed at Marina Bay Sands a few days ago whilst stopping over in Singapore, en route to Borneo.   The hotel itself is absolutely mind blowing, the facilities are immaculate and it's obvious that every care is taken to ensure the guests stay.   We made full use of the skypark (ce la vi and the pool)  Dinner at Ce La Vi was lovely, although slightly over priced for the food we had, still lovely but it is expected when dining with the most spectacular vue.   The infinity pool is again amazing but the drinks really let them down, I.e it was $44 (for two mojitos that weren't made from scratch but used a pre made mojito syrup from a bottle ( this is in clear vue of the bar in the fridge)   Our stay was fantastic, the only bad points I would give is that the accommodation does feel…",5
Today I visited both roof top restaurants The Spago and Ce la Vi Skybar as it was my intention to gather some information prior to making a booking.  On both occasions I was ignored whilst the members of staff played with their mobile phones.  When I did manage to get their attention I  was treated in a dismissive manner.  This is not the Customer Service I would have expected from this 'prestigious' hotel.,2
"We spent 3 nights at this magnificent  hotel! It is a megastructure and really impressive building. Anyway you look at it you feel impressed.We stayed on the 43rd floor in tower 2 and chosen the sky view rooms overlooking the gardens by the bay and the sea. The view was great. The rooms had a minimal decoration with all the amenities that we could require.  The room was spotless clean. The hotel has a grest location surrounded by so.many landmarks of Singapote, the gardens by the bay, the flyer, the esplanade and the river front of singapore with the skyscrapers. The best feature of the hotel (among so many) was the infinity pool. It is a 150m long pool on the 57th floor with great views of the city! It is open from early morning till 11pm in the night and it is really worth…",5
"If you are traveling to Singapore, don't miss the Barina Bay pool. Even if you are not a guest, you can just visit it and for sure you'll not regreat any dolar payed for the entrance fee. The view is amazing and you'll feel that you are in touch with the sky.",5
"hotel rooms were very large ( city side ) and very well maintained, rooms had footlighting which is always convenient when waking up in the middle of the night for the bathroom, only let down was the smog which covered the whole city, however not taking away from the hotel as it is unavoidable, distance to nearby shopping centres was uncomfortable due to the humidity and heat at this time of year.",4
"Visited with my 25 year old son for cocktails one Monday night at around 11pm. Thought it may be quiet but it was absolutely buzzing. Very busy, no entrance fee to the night club (probably because it was Monday). Initially we were ushered to the far side of the bar which although busy with fabulous views, this wasn't actually the nightclub. We then found the 'Ce La Vi' at the pool end of the rooftop. Cocktails were around $25 plus service/taxes etc with a DJ and some chilled music. Brilliant views across the city, a must if you are visiting Singapore. I have visited many rooftop bars around the world but this has to be the best I have seen so far for atmosphere, views and general ambience. Highly recommend.",5
"We stayed here for my mums 65th Birthday and were treated like royalty!   So, I live in Malaysia and the rest of my family (Mum, dad, brother and his wife) live in the  UK. For my mums birthday, we decided to stay at MBS and I flew down to meet them in Singapore, they flew direct from the UK.   They were due to arrive at the hotel at around 8.30am and I was hoping to get an early check-in. I decided to get in touch with their head of operations to see if this would be possible.  Long story short, the head of operations arranged for an early check-in for EVERYBODY, they granted us ALL an upgrade to Club which included afternoon tea at 2pm, and cocktails at 5pm.  At check-in we were greeted by the head of Guest Experience, Joseph and head of Premium Services, Joanne... I then…",5
"If you have the chance to go there, I would recommend it. They try to spoil you in every possible way.  Be aware that it costs a lot, but the pool on the top is something to see. Not many hotels have such a view",5
"Had an awesome family bonding while staying at MBS, my parents' 2nd time and my brother and his family's first. Very near to all the other tourist spots I had planned to bring them to-- Flyer, Merlion Park, Gardens by the Bay and of course, MBS Skypark. In between our trips to the attractions, they could just easily go back to their rooms and rest for a while before going to the next stop. Worth mentioning too are the friendly staff. Front desk staff Antonio, took into consideration that we have a toddler with us, so he made sure we could check-in the earliest time possible so that the child will be comfortable. Our boy was just recovering from cough and colds, but he didn't even know that and yet he thought of our baby boy.",5
"It was our second stay in this amazing hotel and everything was perfect! Despite the size of this ""monument"" and the large number of rooms, everything is made to facilitate your stay. As soon as we arrive, the staff is very kind and helpful. We checked in the Club rooms dedicated registration. We had the chance to be upgraded in a junior suite. I was staying with one of my nieces for her 19th birthday and she said she will never forget this stay.  The Club 55 with an unforgettable view of the city and the gardens. Once again, everything is well organized : despite many guests arriving at the same time, you do not have to wait for a long time to be seate and a glass of champagne is served while you re waiting. The world renowned pool is a must see of course and overcrowded but…",5
They sent a guy with 2 sets of ear plugs becos lugs becos that is the way the conf organiser booked the rooms. Worse room ever of any hotel! Seriously they sent ear plugs - come on! Worst exp ever. Bad bad bad,1
Very nice. everything working in the right way. The room are big. The service is ok. The wiew is wonderfull. The swimming pool a dream. go and stay no less than 2 night. The breackfast is ok. Only check in and out are a litle booring. to much to stay in que.,5
"Theres nothing but good things about the hotel. The staff are lovely they really helped in providing us a room with the best view and a late check out.  Oh my god. The infinity pool is insane!! An experience like no other! I dont think a trip to Singapore is made if you haven’t stayed at this amazing hotel. Honestly if you can, you must spend a night for the amazing pool and luxury experience.  From inside the hotel you can access the casino and the premier mall which literally is loaded with luxury based brands and fancy restaurants. I mean the mall even had a lake with a boat ride going through.. it was pretty amazing. ",5
"I recently returned from a six day stay at Marina Bay Sand. The hotel is beautiful and housekeeping up to par, but the staff at the front desk works slowly and hotel staffing needs to increase. We checked in at 1:20 AM. This process took at least 30 minutes which is more time than has ever been needed at any hotel, ever in my life. When charges are 500+ a night, I expect competent support staff.I would suggest finding a hotel at a lower price point.",3
"The hotel was absolutely fabulous, spotlessly clean, architectully spectacular, and the staff really helpful.  Now the bad bits about my experience.  TIp  I arrived by underground  There are two stops at the end of the line one called Bayfront and one called Bay Sands. Who'd have thought the stop called Bay Sands isn't actually The Bays Sands Hotel stop but is actually half a mile walk away. You actually need the Bayfront stop which the hotel sits on (der).  Now this is my real disappoint. I booked this hotel in April having seen it on TV and always wanted to see the F1 night race in Singapore(which is in September) so thought lets go for it. I rang the hotel and asked before I booked what the best rooms for viewing the Grand Prix were. I was told to make sure you book a deluxe…",3
"When I knew I was going to Singapore I knew I had to swim in this absolutely great and record breaking infinity pool on Marina Bay Sand's rooftop. It's was not a big surprise that the pool was pretty crowded and in the evening and night it kind of turns into club atmosphere. If you are looking for peace and would like to rest, that's the wrong place. But to enjoy the spectacular view while swimming and just watch the many selfie people, it's good fun. Be aware that they do not have sun umbreallas there and only a few palm trees for shadow. But there's a second terrace facing the sea and there's plenty of trees and shadows.   The thing that convinced me were the early morning hours. If you are there by 6:30 a. m. you will watch an awesome sunrise! You'll be able to catch a sunbed…",4
"Ok, it is a one-of-the-art hotel and you can have access to the Infinity Pool on the roof plus we had a beautiful view over the Marina Bay Gardens and the room itself is really spacious so what could I possibly not like about it? I'm not talking about the prices because I understand, demand is high. High demand also means it's crowded - always. No way you can just go down and address the lobby - there's always a waiting line. And one more thing - unless you leave the hotel by car, bu subway or via the shopping mall the way out is really problematic - as if it was not considered that a person can leave the hotel NOT via skybridges or any other fancy ways they have and just want to have a walk. But anyway. Do you want a picture in the Infinity Pool? Book a night here. Case closed.",4
"We spent 3 nights at Marina Bay Sands as part of our honeymoon. We arrived around 8.30am and were really relieved that we were able to check into our room after an overnight flight and zero sleep. We went straight up to the 57th floor, and the views were incredible! We had buffet breakfast (S$95/£52...ouch!) at Spago, which was really good. Getting loungers by the pool can be tricky, but luckily most people don't stay all day, so there is a quick turnover. Be careful not to leave your beds unattended for more than 2 minutes though as they'll be claimed. Our room was large and airy, with a huge bathroom. The lifts are a bit of a nightmare - we were on the 16th floor in Tower 2 - easy enough to get to from lobby (although lifts normally full), but to get to the pool you had to…",4
"Very excellent experience,I had a very wonderful memories in MBS with my friends ❤️ We choose MBS to celebrate her birthday and the rooms was very great and had an great view from 50F  We will must choose MBS in the next time ",5
"Staying at the Marina Bay Sands was an item on my bucket list which I crossed off last night as a birthday treat.  At $667 AUD I could only afford 1 night.  Arrived at approx 3am after overnight flight. Was told via email prior to arrival I could register on arrival for early check in. Lined up to do this to be told I couldn't until 6am, however went and sat in the lounge and had a hot chocolate and fell asleep for an hour, luckily the staff didn't seem to mind! They were very friendly.  At 6am, lined up again and pre registered. Room wasn't ready yet. Freshened up and stored bags and got passes to the pool.  I tell you know, the pool and the view from it is the reason you stay here. It was truly a wow moment!  Had breakfast and a couple of cocktails by pool. $76. Be warned.…",4
"Marina Bay sands is a sculpture , architectural marvel , beautifully crafted , iconic...  Salute to the vision and planning   Worth visit, accompanied with beautiful gardens by the bay...one should visit these marvels for treat to your eyes",5
ห้อง Sky view คือ City view แต่ชั้นสูงกว่า Room : 9/10 ไม่ว้าวแบบเวเนเชี่ยนแต่วิวดีกว่าเยอะ Service: 10/10  Fast : checking in : 9/10 เพราะคนเยอะ         : luggage : 8/10 หลังจากขึ้นห้องไป 10 นาที กระเป๋าถึงตามมา แต่ดีที่เขารับฝากกระเป๋าตอนเช็คเอาท์ได้ Food : 9/10 เดินไกล แนะนำให้ไป Rasapura ของมีให้เลือกเยอะ ไอติม liaoliao chocolate white sauce อร่อย ถ้วยกลางให้เลือกได้3อย่าง Stunning view: 10/10 วิวสวยมาก นอนเฝ้าวิวกันเล้ยยยย Infinity pool : 7/10 คนเยอะ น้ำไม่ใส ทำได้แค่ถ่ายรูปแล้วขึ้น แต่จากุชชี่สบายดีน้ำร้อน นวดขาดี แต่ก็เห็นที่ว่างปุ๊ปก็เสียบเลย ขนาดเราขึ้นไป 7 โมง คนยังเยอะ Easy to access: ลงจาก MRT bayfront ตามป้าย hotels มาเลย มีทั้ง3Tower เดินเหนื่อยเช็คอินได้ที่ tower 1&3 เมื่อยเว่อร์ Casino : 8/10,4
The room was clean but you expect more for the price...  The hotel is super crowded!! There wasn't enough space at the elevator when they came cause you have to wait along time.......  There are many people in the roof and in the pool.,3
"The view from the top is amazing.  Expect to pay DOUBLE the going rate for mixed drinks and TRIPLE or more for wines on the top deck. The food is as good as you would get in most restaurants and generally unremarkable, expect to pay a 50% premium for restaurant food on the top deck.  If you have low expectations of service you will be happy, it's slow and not at all about the customer experience. Take your photos and go see the real Singapore.  A very large and expensive gimmick.  ",3
I have been to Marina Bay especially for the pool. It's very beautiful and the vue is awesome. But the water is very dirty. The service is good. But there is someting missing in this hotel. No spirit. It's worth the experience at least once but not more.,3
"In my opinion the most amazing thing about this hotel is the pool:) Amazing view from the 57 floor.  The rooms are big , we have stayed at 38th floor , cityview.  The wifi internet is not working properly and taking into account the room rate , is annoying.  The price per night is overpriced for the services included( nothing beside the pool and gym )  Also the food the pool is expensive and not very good.  The bath robes were old and overused and need to be change .  All in all , it's was a nice experience . ",4
"Worth every penny! Wonderful hotel with amazing views, many food options, easy access to the gardens by the bay. And of course the iconic infinity pool on the top! An upgrade to a club room is also really worth doing if possible. Very friendly and helpful staff too.",5
"I went to Singapore last year for a weekend staycation. My significant other has been in Spore few days earlier for business trade show and I joined him in the weekend.  The hotel is huge! Very clean and very busy. Lobby ceiling very tall with huge chandelier hanging in the middle. It really is impressive.   The room is quite spacious with well-appointed and well designed furnishings. Loooove the bathroom, my partner and I don't have to fight for space. Lol.  Never had breakfast at the ground floor, we went to the rooftop for breakfast. It was so good. Expensive, of course!... also enjoyed the must-go-for-the-sake-of-social-media rooftop pool which only accessible for the inhouse guests.   Staffs are very effective. The only thing missing? The lack of personalized service. It is…",4
"We arrived a little after 10 and my teenagers couldn't wait to get in the pool. Although there was nobody in front of me for check-in, all 5 of the clerks were busy and I waited for more than 10 minutes. Check-in was pretty slow for such a modern hotel but the girl did her best and went as quickly as possible knowing that we were chomping at the bit to visit the pool. It took about 30 minutes from arriving at the hotel to getting our room keys.   We went straight up to the pool and it looked fantastic in the dark, even though it was very busy. We loved it - and took many selfies at the edge of the infinity pool with the Singapore skyline in the background.   We were on the 10th floor of Tower 3 which didn't sound very impressive, but what a view. We looked straight out onto…",5
"I recently spent 5 nights at MBS during the F1 Grand Prix and I found it an amazing place to visit. The structure itself is an amazing piece of architecture. The infinity pool looking over the city is also a must to be experienced. Was a busy weekend but we found a lounge chair each time we visited the pool area. We had a garden view room which at first may seem like a let down but the way the gardens are lit up at night is also a great view. City view room would have been preferred but gardens are great too. The staff could not have been any more helpful from the moment we arrived until the moment we left. Room was in excellent condition, clean and comfortable. It is in no way a cheap investment but at least it's well worth it. ",5
The shopping centre is clean and full of expensive shops! The bay itself is lovely with views! I highly recommend anyone in the area doing the observation deck views! Stunning and memorable views of Singapore. The photos however which they take upon entrance are very overpriced! $65 for two pictures! ,5
"Room is decent and big. Tried deluxe room. Facing to MBS exhibition lower floor. Room TV entertainment a bit confusing to access TV channel. It was so busy and too many people in the lobby and the skypool. Nice to have breakfast by the skypool but you have to queue. The restaurant opened for breakfast starts on 7.00 am. You have to be there at least 10 mins before open. I finished my meal by 7.40 am and when I get out, it was quite long queue for other to enjoy the breakfast by the skypool. Meal was just fine, nothing special. ",3
"Stay for one night at this hotel is one part of my dreams. It's come true on KL - SIN Trip 4 - 8 September 2017 Nothing to say about this hotel, can't describe in words. Amazing and sensational experience. Only one think that the breakfast place should walk very far from the room building",5
"We stayed at MBS in Singapore while visiting the city for the F1 GP. At last minute, decided to cancel the hotel we were staying at and picked up MBS. Check in was prompt and service was excellent. The room was a City View room and is very large and spacious. The best thing about the property is the infinity pool at the top. Great view from there of the city and the GP circuit. Also its close proximity to other parts of Singapore. Loved the stay.",5
"I kept think it's going to be like another 5 star hotel but the view from the top is amazing, the infinity pool is amazing.    The staff are so helpful, I which I stayed here longer now.    The casino was great, having been to Vegas it comes very close to it. ",5
"You could run out of superlatives describing this place. It is an incredible feat of architectural engineering and a vast enterprise. Suprprisingly they pull it off very well indeed. We stayed in a club room and chose the city view. This afforded a brilliant vista of Singapore overlooking the water. The room was spacious and beautifully appointed with an excellent bathroom. As part of the deal we had access to the Club lounge which is excellent. Situated on floor 55 the views are amazing and we enjoyed breakfast, afternoon tea and evening cocktails there. Obviously everyone wants to visit the Skypark and it is quite something to behold. Surprise surprise it is a little crowded but we had no problems finding sun beds and enjoyed our time in the pool together with lots of ither…",5
"Stayed for a day at this iconic property in August 2017 Room were neat, clean and had an awesome view  Breakfast spread was very good.  Lot of activities to choose from  The Infinity pool lived up to it's hype. Awesome views Has a good access to bay side attractions from this property    The overall decor of the lifts can be improved The billing and accounts team were very responsive and were kind enough to reimburse a wrong debit",4
"Me and my family really like this place. Specially the Marina Bay Hotel view, Evening dancing water. And view from marina bay hotel. Also their laser show from top of hotel and the water font. We also found enjoy all brand shop there and shopping. Dont miss the place if you go Singapore.",5
"This hotel is huge! Absolutely massive! I would have rated this 3 stars if it weren't for that staggering view from the top! The pool at the top is good but because the hotel is so big it's really crowded! The also have an ""adult area"" of the pool which is just as crowded but the look out is amazing! We couldn't eat at any of the restaurants at the top because of there no kids policy so we opted for room service as we had a nice view from our room. Breakfast was also really good and in a massive scale pulled of with amazing service but to be honest the hotel itself is a bit lacking in something and felt a bit try hard! It's selling point is the pool but it tries to put across a luxury exclusive vibe which just doesn't fit! ",4
"Reputation proceeds this hotel and everybody knows of its amazing breathtaking view from the rooftop pool. On the downside, it was chaos up there. Children splashing water everywhere, diving into the pool from the sides disturbing everybody, and the worst of it all, there were dressed people inside the pool. Meaning T-shirts or even denim shorts everywhere. Definitely not what we expected when we booked this famous hotel for our honeymoon. We took some great photos from the swimming pool, saw a bit of sunset, and then left for a walk. It was not pleasant to sit and relax there.",4
"We have had an amazing time at MBS, there is nothing you can fault about this hotel and its staff. The customer service is top notch! This is now our second stay and we never hesitate to return, with this hotel being the only hotel we will stay in in the area. Wangelin Sum went above and beyond for us to ensure our stay was perfect!   Can't recommend this hotel enough! ",5
As someone who has never been to Singapore before I decided to spend a few nights at this famous hotel. It did not disappoint. Pricey but well worth it in my view for any first timers in particular. City view room was spectacular and we received a complimentary upgrade. The infinity pool was perfect to spend the day looking at the city skyline. Highly recommended. ,5
"This hotel is simply amazing... enjoy this hotel is something that everyone should do at least once in that life.  It is not just the infinity pool (which is incredible) but it is about the facility, the views, the staff and so on.  Placed just in front of the downtown we can enjoy an amazing view from the hotel.  This is a must if you visit Singapore.",5
"We booked a city sky view room for the last 3 nights of our stay in Singapore - what an awesome way to finish our holiday!  Check in was a breeze but I think we must have timed it well as there looked to be a queue at times when we went through the reception area. Check out was even easier with someone meeting us at the bottom of the lifts, taking our key cards and organising for our bags to be stored.  The room we got was on the 44th floor of tower 1 and had an amazing view with huge bathroom. Within the bathroom itself was a separate toilet, separate shower and a free standing bath and double basins.   The lifts were very quick for the number of people using them and the number of floors that they travelled (our previous hotel lifts were slow in comparison).   The view from…",5
"Stayed for one night this week, leading up to the 2017 Singapore Grand Prix. It's a jaw dropping place from start to finish. Booked a deluxe king room on the bay side for stunning views over the Marina. Checked in really quickly to room 3505.  The infinity pool is not to be missed on the 57 floor. Busy but worth be patient for a sun bed where you can relax and be waited on by very attentive staff. He views are outstanding.  Dressed up for dinner as booked a table at Ce la vi where the food is stunning.  If you like shopping, you are within walking distance of a beautiful high end designer shopping mall.  The gardens by the bay the other side of the hotel a amazing and worth a stroll around after breakfast.  Make sure you save your pennies you'll need them but wow worth every…",5
"MBS is impressive. The excellent service (from front of house, housekeeping, room service and even maintenance). We couldn't fault them. We had a spectacular suite on the 46th floor with views to both the Bay and to the Gardens by the Bay. The restaurants, shops and activities were all right there. So impressive. We would definitely go back",5
"To the Senior Management of Marina Bay Sands,  We would like to feedback on our disappointment in the recent terrible Suite stay at Marina Bay Sands on 15 Jul 2017.  We booked an Orchid Suite (#5227) as it was planned to be a joyous celebration for my young girl's birthday, thinking that the Suite will provide us with the comfort and the upgraded amenities. However, it turned out to be a disastrous stay for my family as summarised in the following incidents.  1) The tap at the bathtub was seriously spolit. Refer to attached pictures. You may wish to check on the log and incident report (if any) to justify our claim.   - When I'm bathing my son (aged 3) in the bathtub using the hand spray, the entire tap suddenly came loose and 'flew out' with high pressure which caused the water…",1
A 3* hotel masquerading as a 5* hotel. 40 minutes to check in and an average wait for an elevator was 30 minutes. The staff hid from us as they knew complaints were thick and fast. If you do opt to stay please stay on a higher floor as you will find it easier to get down to ground level. The hotel is so big they don't know how to manage it. Sorry you have been warned.,1
