Comments,Ratings
"Booked this after seeing it being built on tv (mega constructions). We were on the 53rd floor and as you open the door to the room the curtains automatically open to reveal a breathtaking view of the city. The infinity pool on the top floor was worth the visit.  The hotel includes a huge shopping precinct restaurants, theatre and a casino for the general public also has access to the mtr system, unfortunately the reception is amongst this, for me it took away the whole 5 star experience, no personal touch at all. Rooms looked dated despite being a fairly new building. If I was going to Singapore again I would book somewhere in the same location but not this hotel. Location and easiness to get about was perfect though",4
We went for the grand prix so the price was even more expensive. The service was excellent and I dont really have any complaints. they room was fairly standard if a little small- im sure if you had a deluxe room or whatever it would have been better. What your really paying for is the use of the pool which i have to say was bloody fantastic! excellent views and great atomsphere especially at night.,4
"We booked a club room which included breakfast, afternoon tea, and canopies and drinks in the evening. The room was large with an equally large bathroom and shower room. The bed and pillows were really comfortable. The best part was the canopies and drinks each evening - just amazing, so much variety and high quality. The infinity pool was fantastic with the city as its backdrop - although it was always very crowded. I will stay here again if in Singapore.",5
"We visited this and stayed for 2 nights at the grand club city view room. This is a luxury high end hotel that is worth the splurge. The city view is by far more superior than the garden view - so worth the extra dollars if you are staying here. The club access which you get with club rooms is awesome and worth the money to upgrade as the food for breakfast, afternoon tea and drinks and canapés changes daily and is of high quality. The 57 floor offers great views of the Singapore skyline. The infinity pool - speaks for itself and worth going for sunset and sunrise as it offers beautiful views across Singapore.   Only negatives and why the score of 4. The hotel check in process was not smooth for us. The attitude of the person checking us in was appalling and there was a stuff up…",4
This is the second time I have stayed in the NBS and can say its a fantastic experience and a great hotel. we stayed in a club room and the club experience is great but a little inconvenient if you are not staying in tower 2 as the club room is only in this tower on the 55th floor. The room we had in tower 3 on level 19 was fantastic and large but believe they could do better with the shampoo etc..poor home brand offer. worth the money for the room size the view and the pool experience.,4
Nice hotel with nice staffs. On the first day at Singapore. I don't know how to get to the OCBC Arena. And Bellman escort me to the MRT station.  I loved the rooftop pool here.  Long Chim restaurant is the best place for Thai cuisine in MBS.,5
"The Marina Bay Sands is a luxurious hotel with service to match.  It has beautiful views, restaurants, pools, shops and staff to match.  Thank you to everyone at Marina Bay Sands for our lovely honeymoon stopover - we wish we could have stayed longer!",5
"Overpriced just for the pool experience.  No denial, view is spectacular. For the price, our room only provided a basic shower and a toilet. Check in after 3 p.m., check out 11 a.m. less than 24 hours so we booked two nights.    Our luggage took over one hour to be delivered to our room!!  And we had a 4 month old baby with urgent need to access his suitcase. The TV did not work for the first of the two nights we were there.  Had to phone to get it fixed.  The infinity pool was not as long as I had imagined it to be.  The sheer overcrowding takes away the pleasure....competition for a spot. I made the mistake of going in the evening, the pool  lighting  highlighted every possible piece of solid matter floating around from the overwhelming number of humans who visited that day. …",2
"Best hotel I've ever stayed in! Excellent service, spacious rooms, nice food, amazing city view, stunning infinity pool, hot tubs, bars, restaurants, etc. All you need. Definitely a must-place to stay in Singapore!  You must experience the luxurious Marina Bay Sands Hotel and all it has to offer, otherwise you have not been to Singapore ;)",5
"Marina bay.   Beautiful. Arrived on 4th April in time to celebrate my birthday on the 5th after spending a week in Malaysia. Absolutely astounded with Singapore as a whole but the hotel was out of this world. Large with amazing architectural features and a lovely 57th floor pool with multiple bars. As the place is so busy, check in anytime before 3pm is pretty much impossible but we sat on the patio by the sky restaurant and had a lovely lunch while waiting . Helpful staff, amazing restaurants and bars, worth every penny. Will definitely be back",5
"Big hotel with complete amenities; many food options, entertainment and high end retail shops. Can easily occupy a day there. Rooms are of decent size and comfortable. The infinity pool at roof top offers great view of city... really awesome! ",4
"We spent two nights at the Marina Bay Sands, along with a couple of friends.  We picked the hotel because of the pool, which is truly spectacular, with a view out over Singapore.  That said, it gets crowded, really crowded, so you need to get out there early to secure a spot.  The view is worth the effort.  All in all it felt like a very nice Las Vegas property, but the hotel is a little off by itself.  Cabs are plentiful.",4
"We splurged for a suite and it was amazing! We had a view of the gardens from our balcony and a view of the city from our bathtub. The design of the room was luxurious and simple.  So many non-guests attempt to get to the rooftop infinity pool so you feel pretty VIP when you are able to swipe in wth your key card.  Another perk to getting the suite is that you get complimentary drinks at happy hour and breakfast in the morning in the lounge. I had a particularly pleasant interaction with Flourish. She was so sweet and interested in learning about my time in Singapore.  Even if you can only afford one night here, I recommend it just for the experience.",5
"We stayed here in 2014 and it was simply amazing. We were upgraded to an even larger suite which took up the entire end of one of the towers. After requesting a room with views of the bay, we were treated to wall-to-wall views of the bay. From the bathroom we enjoyed wall-to-wall views of the ocean and Gardens By The Bay (the light displays are stunning, even from the bath). Every stay is not complete without a visit the rooftop infinity pool. Will definitely return again!!!",5
"The best hotel of Singapore. The architecture, the room size, the pool, The service. Beauty of the hotel is its infinity pool on 57th floor. Hotel guest have free entry. Nice seen of entire Singapore and with all safety precautions are taken.",5
"A great hotel, Amazing amenities, great pool, shopping, wonderful rooms, great outlook but just too big. too impersonal and most guests are there for a day or two. At times you get the feeling you are in Singapore Airport! Great to experience at least once in your life. Checkout, Checkin is easy, and everything works - just gave it four stars due to its size and movement of people!",4
It's a shame you can't pay an entrance fee to get into the infinity pool without staying there .... We tried to book and they where full ..   The infinity pool and universal studios was the only reason we where going to Singapore ...    But we could not get into the pool .... Also it is rediculously expensive ...    We had one drink (Not each just 1 ) and a coffee     cost 50$ with tip ....        ,3
"The beat thing about Marin Bay is the swimming pool in the 57th floor, gives you an outstanding view of Singapore. Too good rooms very spacious and amazing food. Basically the best place to stay in Singapore even though you have to pay little extra for it, its actually worth it.",5
"Our first approach with the hotel was not one of the best as when we arrived they were carrying on some works with an hydraulic hammer and the lobby was noisy to a point you could not speak. The lobby itself has more the feeling of an airport terminal than a hotel lobby, it's all other than cosy. The hotel is gigantic in the American way so long queues for check-in/check-out and a lot of people traffic everywhere. Don't expect any personalised service. The rooms we were given were nice and spacious, with a balcony and sea view, which I appreciated, don't know if city view are regarded as more upscale, hove no idea. The room itself is a nice 5stars hotel room, kind of plain in style but comfortable. Big bathroom with alla amenities.  Main reason to come to this hotel, the rooftop…",4
"This hotel is like a one stop package, they have great resto, great rooftop pool, wonderfull view, Shopping mall with great merchant and so near to great attraction. I can spend one whole day just to play at this place. The room is nice and their service is decent. The price is quite high but it is worth it. What a great Place to visit.",4
"The hotel is nice. The view is wonderful from The rooms. The hotel is central to downtown and easy to reach. The subway station is under the hotel.  Sure the pool is amazing, but the hotel has 2.500 rooms. That means, there are no quiet spots except your own room. The pool is full of people taking selfies. There are limited free spots to sit or swim.   The restaurants provide good food. The people working here are very friendly, even their English is often limited.   The casino is terrible. Feels like being in a drug addiction hell. So many empty faces, people smoke, spit on the floor - no nice atmosphere. ",4
"I spent 6 days at the hotel over Easter long weekend. Overall Marina Bay Sands was a lovely hotel and a good experience to have. Bucket list ticked! The infinity pool alone is worth the stay! There were however a few downfalls that should be highlighted. Staff are very friendly and courteous. Suggestion, staying in tower 1 seemed to be the better option, great views, better wifi signal and larger rooms. Comfy beds. The rooms are very nice but considering the price, I've stayed in better for cheaper. There was also an issue with the shower flooding the rest of the bathroom but staff were quick to come clean it up.  The pool. Where to start with this amazing pool. The view is fantastic. Solo travellers don't despair no need for a selfie stick there are plenty of people and staff…",4
"The hotel is very nice and you will surely pay the premium for it. Check in was easy and fast. The rooms bright and clean. Ok let's get straight to meat and potatoes the pool, I'm sure 70% of the people who stay here do so for the pool. The view was unmatched with any pool I've ever experienced, with that being said it was very busy and crowded. Please be advised this is a monstrosity of a hotel, it has a high end shopping mall, casino which allows smoking, over 100 restaurants.",4
"This hotel is luxury hotel, you can enjoy the facility here. Hot tub at your big bathroom, chocolate and fruits in your room as welcome food.   In the upper floor, you can find massage. But you need to pay the fee, which is quiet expensive.  Also very well known swimming pool that we always find it crowded everytime we go there, at the upper floor. You can see the city while you're swimming.   The main entertainment here is the casino. You will need to bring your passport everytime you enter the casino, no need to pay. But for playing, of course! But you can have free Milo, tea, coffee, soft drink. And you cant take picture here. Better you wear jacket if you go there at the noon. You will find it's cold especially when you loose a lot. Know your limit!  Since the hotel is near…",4
"Stayed here for a week in March 2016.  In my opinion its the only place to stay in Singapore.  We stayed in a Club room which is a higher standard room on the higher floors and comes will special privileges i.e.speedy executive check in, you can have enterence and your breakfast  in Club 55 (located on level 55 in tower 2) which has the best views, you get afternoon tea with non alcoholic drinks free between 2-4pm and canapes and free drinks, including alcohol and champagne, between 5-7 pm, garment pressing & international newspapers and magazines. The hotel is amazing with the rooms spread over three towers.  The higher the room the better the view.  The hotel has a huge shopping mall attached The Shoppes at Marina Bay Sands, and a casino and event plaza and MasterCard…",5
Wonderful contrast from the real Singapore to the modern world.  Our hotel had a fabulous view of the Marina Bay and the shopping was excellent.,5
"Lets be honest, the only reason you'd stay here is for the rooftop pool, and it is amazing and lives up to its expectations. Other parts of the hotel are good but the pool is its big selling point! Some nice restaurants can be found around the hotel and shopping is excellent! ",5
"In between I'm the third time in this Hotel and I like it very much. The rooms are really nice designed and equipt. The service is excellent. What i do not like is the breakfastarea in the lobby. Thats for me too noisy and too crowded. This is the reason why I have breakfast  in the Sky on 57. This is much better and definitely more relaxed. But overall is this Hotel a food location for shopping, relaxing and gambling. Enjoy  ",4
"My wife and I stayed here for 3 nights as part of our holiday in Thailand, Malaysia and Singapore for 3 weeks in total.  This hotel with its unique architecture and the infinity pool on the roof across the three towers, has become an iconic symbol for Singapore.  The infinity pool was very crowded during the weekend, so we swam on Monday morning when it was not crowded. The views of the city and Gardens by the Bay from the rooftop are spectacular.  The access to Gardens by the Bay, through an overhead pedestrian bridge from the Hotel, is a nice feature. Our room had views of the Gardens, which we preferred.",5
I stayed here for 3 nights as I was catching up with friends. I stayed the first night by myself in a river view room on the 24th floor and the views were amazing. Room was great with plenty of space and the bed was extremely comfortable. Once my friends arrived we moved to a suite which was huge and had a massive outdoor deck. Only issue was it was not river facing and on the lower level so the view on the deck was of the main road. With the doors closed you could not hear any traffic but it was not as nice as the view I had in my single room.   The hotel is a monster and you could spend all your time in Singapore just sitting at the roof top pool. Of course the views are amazing and the pool is fantastic. It can get a little hectic but I wouldn’t say it was off putting. The…,5
The staff here are fantastic from the time you check in until the time you leave. We were regulars at club 55 for breakfast during our stay and the staff are all amazing. On our daughter's 21st birthday they surprised her by singing happy birthday and even giving her a cake. Our room had an amazing view facing the Merlion and was lovely and spacious. Our house keeper for the whole duration of our stay was Chui hao (sorry if I spelt it wrong) he was amazing. Everyday surprising us with fabulous towel animals making our stay very memorable. The hotel is within close vicinity to everything which was great. We loved staying here and would stay here again when visiting Singapore.,5
Indeed Marina Bay Sands exceeds anyone's top of the line expectations!! They really make you feel like royalty. Our room was amazing it even came with a butler!!! The facility has so many amenities it is really easy for one to get lost in their world. The infinity pool was everything i thought it would be! The staff friendly and helpful. Would recommend this hotel to anyone while they are visiting Singapore!,5
"I stayed for 3 nights as a birthday treat for my 20-something aged son who was eager to enjoy the pool.  I found the property no different than a 5 star business class hotel - very nice, but rather sterile with ho hum decor typical of a Radisson Blu, Hyatt, etc.  This hotel could have been in Las Vegas -  no personality reflecting Singapore.  We did enjoy our room with views of Gardens by the Bay.  Pool was best in the early AM hours where lap lanes are made available in one section of the pool from around 6 AM - 8 AM.  As swimmers, we enjoyed that.  Food and drink service was available, but the servers were over worked during the peak times.  We tried for 15 or more minutes just to flag a server on several occasions.  Lots of families and young couples enjoying the space.  I…",4
"The Marina Bay Sands is an impressive 2500+ room destination hotel featuring a magnificent roof top Skypark with a pool, several restaurants and bars. The hotel is connected to a casino, convention center and enormous multi level shopping mall‎ . Rooms with access to the club lounge on the 55th floor are an excellent choice. The lounge presents substantial food and drink  options throughout the day including buffet breakfast, afternoon tea and evening cocktails with canapés. The view from the lounge is breathtaking. Rooms with club access are a generous size with sofa seating area, desk, bath ensuite, separate bath/shower , double sink and luxury amenities including robes and toiletries. Free WiFi worked well during our stay. The  closet was small with limited hanging space for…",3
"This hotel is stunning, the rooms are great, with superb views. The staff are so helpful and accommodating, we got an early check in  at 9.30 which was appreciated after a very long flight. The infinity pool on the top of the hotel is amazing. Nice treat to stay here, but a little pricey.",5
"I arrived at Singapore recently with my family. We had stayed at Marina Bay Sands and I can tell you, my stay was amazing! There were friendly staff, nice amenities and a huge room. My view was facing Gardens By The Bay which was marvellous. Our breakfast was on the 55th floor with a nice view. Really wish they would lower the prices a bit so that could make me stay again.",5
"I stayed here with my friend to end our backpacking trip. We figured we would end it in luxury. Of course the main attraction and probably the only reason we wanted to stay here was because of the pool. Which was outstanding. People complain of how busy it is and ill admit, ita busy, but i wouldnt say over crowded. Especially considering how many rooms are there i would say there was lots of space. Maybe it was just good timing for us. We ordered food through room service and ate at the breakfast buffet on the roof. It was all amazing. ",5
"I had a great time in a great hotel. All the staff are very helpful and friendly, and there are a lot of staff. The rooms with city view and the infinity pool were simply amazing. The price is incredibly high, mainly because of the pool. For the first time the price is ok, but too high for a second stay. Without the pool I would not pay more than $150 per night.",5
"We stayed at your hotel on 28th Mar 2016. The view is Garden By the Bay. The view is excellent. The infinity pool is perfect. This hotel is the BEST hotel in Singapore that I've ever stayed. The stay was gorgeous and everything was perfect except my son left his watch at your hotel property. Not until we arrived Changi Airport for Hong Kong, then my son found that he left the watch. My secretary called the next day morning and initially talked to Ms Rieta Yap, a very capable, efficient lady who patiently listened during our dialogue. I am so overwhelmed when she told me that my son’s watch was being located and Rieta then proceed to get in touch of the mail centre to arrange it to be delivered back to me in Hong Kong. The watch is not valuable but it does meant a lot to my son…",5
"Very busy places it ha lot of people milling around in the foyer. Rooms are very spacious and generally clean. Infinity pool is amazing. Breakfast was lovely even though we had better in Dubai. The casino is a big letdown. Punters are  casually dressed in shorts and flip flops. Worst of all, they are allowed to smoke. Cigarette smoke and ash polluted the air. I love to go back for the gambling but maybe give it a miss to stay healthy without having to inhale second hand smoke. ",4
"We are regular Club Room guests of this hotel since when it first opened. It has always been pleasure to stay at the Club room. However, my recent visit to this hotel has now completely changed my perception of its quality. It has now turn into a touristy orientated hotel, the quality of food has dropped and even with the pool. All the dining area for Club room guests are no longer on skydeck or 57th floor, they have now moved to 55th floor and the standard and is definitely dropped. The dining area at the skydeck turn into some night party goer look and it is extremely disturbing to any hotel guests who have young kids. Absolutely disappointing. Club room guests were supposed to be treated as ""VIP guests"" but honestly, no VIP feel can be gained through the service I received.…",3
I don't usually bother writing reviews for hotels but I will definitely make an exception for Marina Bay Sands. We stayed here Nov 2015 after a cruise and the hotel turned out to be a main highlight of the holiday. We had booked an Orchid suite as we were only staying for one night so wanted to make the most of the stay. Upon check in because we were early we had to wait a couple of hours (which we didn't mind as there is plenty to see and do in the hotel). When we got back we got asked if we minded upgrading (this was the easiest yes ever). We got taken to the VIP check in desk and got upgraded to a massive suite with a baby grand piano in the lounge. We had a view over the harbour and with such a massive glass window to look out of we didn't miss any of the night time light…,5
"Architecturally unique. A very busy hotel, not for those looking for solitude. Request a high floor otherwise the highway traffic is disturbing. Short walk to local subway, but best to get a taxi as its usually quite warm. Handy to the shopping mall / casino / food court through the arcade accessed underground. The pool area is busy but a mandatory must visit.",5
"As the title of my review states, this hotel and all of its amentities are simply amazing.  The reception is well placed as is the conference and events facilities.  Spread across 3 towers which are linked together by an amazing infinty pool on the top floor, this hotel is simply awesome.  Whether staying for business or as a holiday, I would not hesitate to recommend this once in a lifetime hotel as a destination.",5
"There is nothing like this anywhere else in the world. From the extraordinary hotel featuring a roof top boat shaped facility that includes an infinity pool, to the gardens with manmade trees and much, much, much more.",5
"I wanted to tick off my bucket list staying at MBS and swimming in the infinity pool. The view from the pool was amazing. The room was really nice ceiling to floor windows with great views of Singapore. Very spacious, bathroom was really big. Check in was really easy and staff was very friendly.  Would I stay here again, no I wouldn't.  It is a very busy hotel people everywhere. No where to go if you want quiet or to relax apart from your room. The cost of the room is very expensive. When you want to use the infinity pool you have to go through security barriers which get annoying and not very relaxing  Singapore has a number of 5 star hotels that are much cheaper per night, has less people and a lot more relaxing.",4
Loved it. Very luxourious and the views are unbeliveable. We also enjoyed the infinity pools and had room service that was lovely. Room service not entirely bountiful for the price paid but nice all the same. ,5
"Nice and modern hotel, staying in standard room with no breakfast.  Excellent view from the balcony over looking the gardens by the Bay. Wonderful infinity pool but very crowded with visitors.  Great location but a bit pricey",5
"Don;t miss the Casino in Marina Bays, No entries if you are carrying any foods along with you, Carry your passport.  View from Skydesk is awesome. Take MRT to bayfront station for Marina Bay Sands.",5
"When you walk into MBS it definitely feels like Vegas hotels. Very americanized and just as pricey at living in LA. Despite having a high floor and a city few, the room was small and the bed was really firm. If we would have stayed longer than four days we would have switched hotels.   The infinity pool and the service we received there was amazing, as we spent many hours there the few days we were there. When Dennis, Mahesh and Marecon found out that my husband and I were there celebrating our honeymoon they surprised us with a beautiful drink and thanked us for staying at MBS. They definitely made our pool experience wonderful!",3
"What an incredible hotel, loved everything about it, totally overdone that it's really amazing! The views are incredible, swim in the pool overlooking the city. The rooms are massive, so much space! Very beautifully done.",5
"Spent a nite there and living on 31 floor. View from the balcony was excellent over looking the gardens by the Bay. Balcony was big, unfortunately no outdoor chairs and table. Food is expensive so we had our meals in the shopping mall. The bad experience was when we check out and plan to leave our bags with the concierge, the queue was in a mess. Maybe the hotel has to put in effort to get their act together in managing crowds in the lobby.",4
Whats singapore without visiting the top of Marina bay sands ?   A good property overlooking the merlion on one side and the garden on the other. However its now become too crowded with visitors and the lobby very well represents a railway station.   Be prepared to wait for some time during the checkin.   Two days on this property is good enough to explore all that it offers and enjoy.,5
What a hotel! Staying in just a standard room here is perfectly adequate. all the facilities you could want with a high standard. The experience was incredible. The sky park is something I will never forget. You can't stay anywhere else on your first trip to Singapore,5
Nice view with the 57th floor Infinity pool. Night view is awesome. The room is spacious and cleaned. Have pleasant stay with my group. Although is pricely but is a good experience in Singapore. Staff is friendly and wifi is speedy.I stayed here at 2013 December.,5
"Having read a substantial number of reviews, I knew that MBS was a Vegas-style establishment - large, extravagant and with thousands of people everywhere.  I thoroughly enjoyed my stay and thought that despite the number of people, MBS was well managed, clean, but not entirely efficient (although it tries to be). The check in queue was definitely long, and the check in process took 20 minutes with little interaction between the customer and the staff - the staff seemed to be frantically typing away for the entire time.  We stayed in a Premier City-View room and thought that it was spacious, clean and well presented. We really enjoyed the amazing view of the city, especially at night - overlooking the Marina Bay.  The price you're paying of course, reflects the Infinity Pool,…",5
"It is the second time I have reviewed Marina Bay Sands. Given I was there 1 year ago I thought maybe things have changed.   But no, it is still outstanding and all the staff are still so attentive and polite. At Club 55 they all refer to to you by Mr and Mrs (name). Thanks to Muhairan at Club 55 for his exceptional service. The housekeeping staff are also experts in their area, and they just seem to know when the best time to service your room with the minimal or no interruption to you.   Everything about this hotel is exceptional. We have been coming here for a number of years to celebrate our Wedding Anniversary and we will be booking again and looking forward to our return, so I don't have any hesitation in recommending this hotel.   Thanks Marina Bay Sands. ",5
"Very nice and modern hotel . Intelligent rooms with automatic curtains also weight sensitive minibar and breathtaking view.  You can upgrade room to upper floors in only 57 s$- The only annoying thing is crowd .  You have to waits 10 min or more for having a words with front desk!! Also the man attraction of the hotel ( infinity pool) is always crowded and noisy !!! There is no dress policy !! And Too many people and children are always at the pool .  Considering only pool without scenery,  it is not clean and you think that you are in 3 star hotel !!!",3
"I finally got to stay at MBS this year after so many years of flying back to Singapore. I can say I was impressed by the whole building but it was a bit over rated. The pool is ALWAYS packed with people, screaming children on one side. Really cool view but small space. The mall was gigantic and lots of options. I would say this is modern Singapore go out and explore more!!",4
"TOOOO CROWDED, TOO COMPLİCATED, TOO EXPENSİVE  Yes the infinity pool is wonderful but only for pictures. very crowded with lots of children.   The location is good; walking distance to a lot of tourist attractions",3
"Every time I would go to Singapore, I would think to myself that at some point I need to stay at the Marina Bay Sands. It is a Landmark, it is a Legend, it is a phenomenon, it is the pinnacle and it is what dreams are made of. All of these thoughts held true in my head until I actually decided to stay here.  I will summarize in one sentence what this hotel is, ""It is a highly industrialized and mass scale tourist processing center, period, and it does so very well and is a definite 5 star in doing that"". A hotel with more than 2,500 rooms and you would still expect 5-star personalised service? My friend you must be dreaming. The check-in queue is a like a mini zoo with lines going like snake for 100-200 meters. And the Infinity pool (which is really awesome guys) is very crowded…",2
"At the check in desk we were welcomed by a friendly lady by the name of Jin Ju's. She immediately took care of us and the check in procedure went of as smooth as can be. Our rooms were perfectly situated on the 49th floor with beautiful views. The two days we stayed there was perfect. Relaxing at the roof top pool deck, great food and drinks what more can one ask for. Great service around the pool area and again friendly staff. If you would like to spoil yourself and family this is the place to be.",5
"This hotel was definitely worth the price tag! Loved the infinity pool experience - the views were amazing, both day and night. We stayed in the deluxe room with the garden view, it was very beautiful and spacious, staying in this hotel is like taking you to another world. Absolutely loved the experience!",5
"Fantastic experience! Everything that you can find on this hotel is amazing. The room, the view, the place itself. Best view from the room is the Gardens by the bay. The infinity pool on the rooftop is best during sunset and sunrise, very refreshing and not that crowded. Just don't forget bring 200 SGD for the room deposit. Don't worry it is refundable. :)",5
"A must once in your life ! We have been very lucky to stay at the 52nd floor. The view, the room and the infinity pool are fabulous ! Excellent service at the reception and swimming pool.  Breakfast a bit disappointing. Noisy, crowded and don't come the last half and hour as they stop garnishing the buffet.",5
"We arrived at 1pm and they said they are very busy and the room would not be ready until 3pm. I know you have 3,000 rooms and it is not easy, but we are paying S$500 for a room here. It is not chicken feed and you have been open since 2011 or so. It is not like it is a new experience for you to be busy.  Then when we got our room, the porter carried our suitcases up grudgingly, like he was not paid to do this job. Then we saw that the toilet, shower and bath tub were not separated by any curtains or glass walls. We were very careful but after my wife and I showered the whole toilet was still flooded. We had to tip toe in there.  Next day we went out but by the time we came back at 2pm, the toilet was still flooded. Nobody had come to make up the room the whole morning we were…",2
"Infinity pool,  Intecontinental Cuisine,  Free Flow of Drinks 😜 tbis places exudes luxury in a World Class Scale, we enjoyed the Service,  MassAge and The Lion King Musicale!  A place for couples, business and FAMILY!  A MUST VISIT hotel not only for family getaway, also for Business, Shopping, eating, pictures, entertainment but also Casino! 😜",5
"We arrived at the hotel at 6AM after a long-haul flight. We had booked a Club Delux room at around $700 a night - a bit of a treat on a 24hr stop over in the City. We were told our room was not ready but they would attempt to allow us to check in as soon as possible. They took my mobile number and email and said they would let me know the minute it was ready. We were invited to visit the Club facilities on the 55nd Floor. Eight hours later at 2PM in the afternoon, after repeated visits to reception we were eventually told a room was ready! I received no email, SMS or call - I only found out when I went to reception and asked.  In my conversation with the hotel staff, I was informed that their terms and conditions state that check-in is from 1500hrs onwards. They advise you to…",2
"With the hotels swimming pool always listed as one of top hotel pools to visit, I wanted to stay at the hotel, so that I could visit the pool myself.  (If you don't know, you have to be a staying guest to access the pool.)  Hotel was easy to get to riding subway from airport.  Staff were friendly and room was big and comfortable.  I booked a garden view room (which cost less than marina or harbor view rooms) .  It turned out to be very good choice.  I had very good view of Gardens by the Bay.  Here is a thing about paying more for marina view room.  If you are staying at hotels like Mandarin Oriental or Conrad, which area across marina from Marina Bay Sands, you want a marina view room, so that you can get a beautiful view of Marina Bay Sands and Supertree at Gardens by the Bay.…",3
"The check in was a lot quicker and easier than a lot of the reviews on here make out. We only waited in line for about 5 minutes and there was a lot of staff working very hard to keep it this way. The gentleman checking us in was excellent and after asking if we want a city or garden view, he gave us an upgraded room which had both. A wonderful view of the city from the bedroom and then the gardens from the bathroom which had a large bath right in the window. A much better room than we paid for and were very grateful.  Everything about the room and service was above par and we loved our stay here.  The view from the pool is truly spectacular however it is very crowed which took away from the relaxation a little bit. It was nice to experience but I wouldn't stay here for a long…",5
"I stayed here for two nights in a Club room, giving me free access to breakfast, afternoon tea, evening canapés and all day free drinks in Club 55 on the 55th floor.  The room was spacious and well equipped with a smallish balcony overlooking the sea - no seats or loungers on the balcony.  The hotel is enormous, with its three towers, and the casino and shopping area make it incredibly large indeed - pretty much ""Vegas sized"". I guess my main note of disappointment would then be that the pool area is really not very large, and it is a kind of tourist destination in its own right - with every hotel guest trying to look at the infinity pool view.   It's also not a particularly friendly pool area.   However, the weather in Singapore means it's hard to sit out for too long anyway…",5
"As this hotel is so highly recommended In was as well curious as sceptical upon arrival. But the Marina Bay met every expectation I had. First of all the hotel is huge and when you enter the lobby it feels a little bit Las Vegas (minus the slot machines...) as there is so much going on. If you look for a romatic getaway without other people: do not go there;-) Keeping all the fuzz in mind the hotel is mindblowingly good organized. The check in went surpisingly quick (but be prepared to queue if you arrive at certain peak times of the day). We got a room upgrade which surely made our stay even more special as we got a room high up overlooking Marina Bay. The room was big, fantastic bathroom, great views, complementary water every day. Service was perfect throughout our stay and…",5
"Unlike some who have complained about the impersonal experience, spartan rooms... well, all I can say is that this is one of the more memorable places we have stayed at.  We originally booked a Deluxe room, but were given a Premier room on the 9th floor facing the city.  Higher up, and facing the gardens, would have been better, but to get a good view one goes to the 57th floor anyway.  The Infinity Pool is unreal -- a great reason to stay there!  The attached shopping mall is interesting; we ate at Beanstro for breakfast.  The coffee shop on the ground floor of the hotel dishes out tasty baking goods.  We really liked MBS and would go back!",5
"As many others, we wanted to stay a night here to experience the pool and the sunset / view from our city facing room. The hotel does have a 5 star 'air' about it - reminded me a bit of an upmarket Vegas Casino and Hotel.   We were told that check in actually started at 12 (not 3) as we dropped bags off at 11:15, so you may get lucky and get a room earlier. We decided to stick with the plan and returned at 2 for a very swift check in. We were in the room, unpacked, ordered our own fridge and in the rooftop pool by 3. Good work.  The hotel does have lots of families staying, and lots of people in the pool are there for the photo, so don't expect a relaxing beach type resort. It ain't that sort of place.   We really enjoyed relaxing in our room (take your own champagne), watching…",5
"The hotel is beautiful. Waiting in line to check in for 50 minutes... is not. It's very impersonal [it's a brand thing...] and you are just a number that occupies a room. The pool is what makes the hotel worth the money. Well ok, the photos you can take from the pool. A saving grace is that the pool is open until 11pm. It can get quite cold up there at that time. The breakfast is ok- better than average but not as good as other properties this company owns around the world. I booked this as a birthday treat and while the pool was so much fun, that was about it. The rooms are no better than anywhere else, though the beds are comfy. Worth the 'once in a lifetime' experience though and the Facebook profile pictures that ensue...",4
"Pros -Pool: not much to at to the gazillion reviews - one of the most epic infinity pools ever.  -Location: great to explore the city. You have tons to do walking distance (bay gardens and the whole marina area). Not far from the rest of the city, and easy to get to from the airport.  -Room: We got upgraded and the room was huge, two bathrooms, living room, etc.  Cons -At times it feels as a shopping mall, due to the amount of people (2,500 rooms).",5
"I spent 2 nights and 3 days in MBS and it was absolutely unpleasant. Before i start, i would like to say that I am never a guest/customer who attempt to create a scene and make the job of the hotel difficult. In fact, I am a customer who attempt to compliment and make pleasantries knowing that working in this service industry is not easy. But I think reasonable feedback is necessary; there were 3 incidences all together that ruined my entire stay and overrode any reasons to come back to this hotel.  1) The service in front desk in MBS is notorious for bad service.; While the concierge was checking me in, I told him that I would like a sea view (since my previous stay i was in garden view) and he completely ignored me. He was sighing and had very stoic expression. When I attempt…",1
"Worth a stay for one night just to swim in the infinity pool on the 57th floor but it is very very busy. All of the sunbeds were occupied by just after 8am, however there was a turnover. Worth going up there too for the sunrise and for a drink at the bar.",4
"Marina Bay Sands is not just a hotel, it is a huge playground for all the ages. Large rooms, worth having city view which is absolutely stunning... Food, service, location, infinity pool, all is great. We really enjoyed our stay and fell in love with Singapore! ",5
"When the front staff told me sorry, she was looking at her computer. Although I heard sorry from her I was very upset to her bad manner.  It was because of their fault when I check-in. Although they knew about this, they were just busy. This hotel is huge but, just super busy atmosphere and super busy staffs.  The cost is not worth it and the service is not luxury.  I' ve sometimes stayed Sands caz my hubby's gambling but, never ever felt good about staffs, amenities, beds, towers.  No hope to meet very polite and . I will not be here anymore. ",1
We Loved everything about that place especially the infinity pool!! wow what an amazing place and the view is awesome. Our room had a great view! Excellent location and very helpful and friendly staff.,5
