Comments,Ratings
"Stayed 2 nights at MBS bridal suite. The room is big and clean with an excellent view of Garden by the bay ....night view is superd! Room service is fast and staff are polite. Dining staff are also very helpful. To sum up, our stay is great!",5
"The staff was very friendly and helpful. They upgraded us to a city-view room from a garden room for free since it was our first stay and provided anything that we needed throughout the whole stay. The rooms were SPOTLESS, and the infinity pool is well worth seeing!!   The check-in process, however, made you feel like 1 in a large herd. It was a bit frustrating, but getting to the room made it all worth it.",5
"came back again , perhaps the fourth time ... upgraded to a suite   Best hotel in the world ! One of the best swimming pool in the world .. Gardens by the bay is a rare treat   Employee Wangelin Sum is superb in customer service ...",5
had heard a lot about the Marina bay Sands hotel...so it was a must visit....well every thing about the hotel was grand...  Have a few reservations though: 1) the hotel being a tourist destination feels tooo crowded at all times. 2) the adjoining shopping plaza adds to the crowd.. 3) the roof top on the 57th floor gives an awesome view and on weekends you will find half of singapore on the roof... :)  Good parts are: 1) the restaurant on the 57th floor 2) the casino... big and spacious with smoking allowed inside on the base floor.,4
"Booked direct on the website and was around SGD300/night (not including brekky). The pool was fabulous but the water is a bit chilly for me, so I stayed in the warm jacuzzi for a long time. Room has lots of amenities and the view was fantastic. Check in was very easy, flight arrived very early at 5am, couldn't check in yet but they let me go to the pool and stay there. I got my swim gear from the suitcase and enjoyed myself until the room was ready. Try and ask for higher floor :) the gym was awesome too, overlooking the bay. Would definitely go back next time I am in Singapore. ",5
"Okay, yes, this is a spectacular hotel.  The view from the Skypark is incredible; you get to see all of Singapore from the top for S$23 if you're not a guest.  Okay, that's it for the praise...  Being a gambler from Vegas and Atlantic City, I came here for the casino.  Love my slots; however, they didn't have any of the slots I've always played.  Plus, the first machine I put my money in, didn't work; had to wait over an hour just to get an attendant.  Even asked over 10+ staff people to help me; they were all as useless as a doggy bag with holes.  And as I was writing this awful review on Tripadvisor I finally got an attendant to get my S$50 back; this was a sign that I was not going to play here ever.     And the only time I got free wifi here is when u r a guest; I was able…",2
"Dear Marina Bay Sands,  I must give my deep gratitude to your Security Team.  At 04:00 am, me and my wife have forgotten a bag (with money and documents) in a taxi in front of your hotel. These men gave us a great help finding the taxi driver on phone by searching the veicle on cameras and he came back with the our bag.  They was very kind and full of courtesy and professional.  Thank you for choosing your team so good and see at the next trip.",5
"We checked in about 7pm after a wonderful stay at Hard Rock Sentosa. We were expecting big things of this hotel. We clearly hadn't done our research and it wasn't helped by Expedia not advising of the local taxes to be added. This could not have come at a worse time as we'd just had problems with our cards being cloned/froze. Also we'd not had to pay anything in Sentosa so this was a massive surprise. Check in took a while and I'll be honest, I didn't feel welcomed at all. Was not what I expected. We were in tower 1 - getting to the pool was a right palaver! The only good thing was the mrt station being a short walk away as there was nothing else here for us. I wouldn't recommend this hotel and I wouldn't stay again. The view from the Skypark is just as good as the pool.…",1
"The rooftop experience and the views from the rooms are stunning and top notch. The club staff were also very friendly and helpful. I would recommend this to anyone travelling to Singapore - but would recommend you consider limiting your stay to one day and night - and bask in the full rooftop experience.  The price of the room was not reflected in the service of the hotel staff (club lounge staff excluded), nor in the quality of the amenities. You can only swim in the pool if you are a guest of the hotel-so I felt over a 5 day period we were paying too much for the pool facilities. We didn't use it every day so didn't get value for money.  Also, if you are travelling with children, the pool (while stunning, amazing, and worth a visit) is quite small and crowded with adults - if…",4
"Enjoyed the stay , good conference venue, can enjoy theatre if interested, entertainment available, difficult to get early check in or late check out... Branded shopping available , can walk around if wanted, infinity pool view is amazing especially at sun rise and sun set,,,,stayed in this hotel 3 times for the same conference and found  similar service every time..2011, 2013 and  2015",4
"Marina Bay Sands is an architectural curiosity that parallels Singapore.  With skyline pools and restaurants, plus a range of five star eateries, basement shops, casino, food stalls, this is a city in itself!  Handy to the airport, MRT, and the river district, this is an excellent hotel option for your Singapore visit.",4
"MBS, upgraded my room, from Club, to Suite. My wife, was totally 'stunned', amazed, delighted..  My 2.5 year old son, enjoying running, playing in the room for hours, and reluctantly went to bed.  The environment was marvellous, room was PERFECT! staffs were friendly...  Will go back again, that's for sure! My wife is a frequent traveller, and now, MBS is at the TOP of her list.",5
Marina Bay Sands Hotel is one of the landmark in Singapore. The hotel was great with nice view and infity pool overlooking to the city. If you love swimming in their infinity pool you must check-in in this hotel because the swimming pool is exclusive for the hotel guest only.,5
"It was my 2nd stay but I wouldnt go back again. The pool was infested with a lot of people (typically from one country), and therefore there was no place to soak in water , nor to have a peaceful time. I saw a cigarette butt in the pool as well. Wonder how did it even happen?",2
As a couple we spent 1 night here on our 5 month trip around Asia & Australia for a little bit of luxury & as my partner is an Architect we were both very interested in this structure .. We stayed in Tower 2 with a Garden View .. We thought as we were in the Infinity pool looking at the City by day & evening in the bars .. It was nice to have the Gardens by the Bay & the Singapore Straights view with all the different ships & cruise ships .. Also we watched the Sun come up with that view... Strangely enough the rooms with the Garden view are cheaper... We had breakfast in our room with the patio doors open looking at the early morning comings & goings of the Straights.. Just wonderful .. The only negative for us was that whilst relaxing by the pool the music being played was not…,5
Returned to the hotel prior to a cruise in celebration of our 42nd wedding anniversary. This is the 3rd time there all of them being around our anniversary date. The past two times our celebration was not even mentioned despite it being noted on the booking. This time however they not only acknowledged it but went above and beyond providing us with an upgrade from a club room to an Orchid suite and delivering a beautiful cake to our room. Staff were friendly and the room was beautiful. One point worthy of note is that since our last visit the Club has since early this year been moved from the 57th floor overlooking the pool area to the 55th floor so be aware of that if you are booked in a room that offers the club privileges. I feel the move has lessened the experience and the…,5
"Positives:  Relatively large rooms and great views on both sides of hotel. Negatives:  Check-in slow with longer lines than in airport security checks, you even have to stand in line (14 minutes) for breakfast, service attitude indifferent, the hotel does not accept some major credit cards (Diners), the rooftop restaurant was closed for a private function, the upper deck pool was overcrowded and no deck chairs available ... in our view not worth the high price of the room cost.",1
"Stayed over the weekend for a family staycation.  It was smooth sailing from the moment we stepped into the lobby. We were appointed a butler, Sam escorted us to the room.  The sands suite was luxurious! 150 sqm with separated bedroom, 6 seater dinning, living and bathrooms. The floor to ceiling view perfected the mood. Espresso machine with wide election of teas were offered.  What surprises me was that the suite house a sizeable soundproofed media room! Great for a movie night with quality sound system.  The room also double as an extra room for my kids.  The club lounge offers great afternoon tea with fantastic view. We fondly enjoyed our breakfast and lunch at Sky57. The food were beyond our expectation.  Thank you Sam for arranging a birthday cake for my wife. It was a nice…",5
"It is incredible, the structure the services, casino, shopping centre, and a tube station several restaurants with fantastic food and chefs. The rooms, spacious and acceptable decoration. The swimming pool incredible! It is a different experience on a hotel. It is Marina Bay! ",5
"Stay at tower 1 level 45, facing the city view. lucky the haze was gone and was able to see the amazing singapore night view. enjoyed the time while staying at the hotel, free wifi. hotel in room service was good. swimming pool was crowded though as usual.  MRT and shopping centre is just down below.",5
"Beautiful hotel to spoil yourself. The pool is everything I had heard. Unfortunately the smoke fron the Indonesian fires was annoying but didn't detract completely from the view. Views at night from the sky deck and pool are simply exquisite. You just don't need to leave the complex. Shopping, food and relaxation is all provided. Staff were extremely helpful and organised tours and even advised where I could get a better exchange rate. Our room was large and the bed was very comfortable. I especially liked that the linen was not changed every day unless requested. They were serviced every day however. I would stay there again in a heart beat.",5
"The hotel without any doubt is luxury as soon as you step in and so is the whole complex. The view on the upper deck pool is amazing and breath taking views of Singapore   Yes the place is over crowded all the time as it is a place for tourists, casino, exhibitions, etc.... And hence the high price  The rooms are standard nothing wow compared to the price but the view and facilities are great if you are there for a relaxed trip in Singapore . Certainly not for business as you won't have the time to use all of them.  The staff are very helpful and will assist you all the time.  The free internet in the hotel is vey slow and can be almost dead sometimes which means you have to pay.  Great place and with the money",4
The room was amazing with a panoramic view . The infinity pool was spectacular with views across the city and a unique experience .  The club facilities and staff were fantastic and overall Marina Bay Sands was brilliant  throughout our  week long stay Highly recommend this Hotel,5
Room: Quite large with amazing view  Location: easily accessible   Amenities: Lavish  The best thing about this hotel is the Rooftop Pool which was pretty crowded in the evening. Though the best time is to enjoy the pool in morning with scenic views.,5
"Love this place. Such a groovy building. Terrific service, great views, adjacent to one of the best shopping centres in the world. Kid friendly, buffet breakfast best I've ever had. But the pool. Oh the pool. Now that's a pool. 150m infinity edge pool on L57, looking over the city. Magnifique.  Faultless.",5
"Booked the Premier Room  with garden view for One night on the 12/11/2015. It was a surprise for my husband's birthday. The staff expedite the check-in by directing us to the VIP check-in lounge. There we were served by a staff named, Ms Asuna, whom gave us the keys to our 44th Floor!   Filled with excitment we went to view the room. It was clean and spacious. The bathroom came with a bathtub and seperate shower as well. The bathroom has marble floorings and looked classy. Not forgetting the view from the balcony was stunning! It was quiet as well, we could only hear the horns of the ships from the nearby sea.   The room came with cable TV channels, so I assure you will not be bored. The room also has free wi-fi.   We headed to the infinity pool at the 57th floor. Though there…",5
"This is a typical casino hotel. If  you want a luxury classy experience stay away from it. Its is a mass processing plant of (mostly chinese) gamblers and their families. Everything is massively overpriced; e.g. the breakfast is $50 pp. The service is mechanical with no personal touch. The rooms are OK with the nice views at the higher floors. Showers are OK, but the bed is wobbly, so if you are a light sleeper your partner is guaranteed to wake you up a few  times. The cost of laundry of a suit, some shirts , etc was $350  The best feature of the hotel is the rooftop pool, but over the years this has changed from a more luxury exclusive area to loud screaming music with bars that easily extort you $100 for few beers.  I have asked my travel department to put this hotel on my…",3
"for the price paid , the suite was amazing! luxuriously overwhelming!  piano in the hall, spacious rooms,  bath tubs walk in wardrobe.  not forgetting inroom ktv and inroom massage corner and gym corner.",5
"I returned to the Marina Bay Sands hotel, staying at the club level room. Reservation and check in are both Super efficient despite the high volume of guests given the hotel size. Guest traffic was Organised and managed well to Ensure minimum wait.   The infinity pool was our number Favourite and always the key highlight of the stay. And even if there's nothing else worth returning for, this is the best reason enough.  The gym was well equipped, large and airy and has a very nice view out to the city. My friends who are gym experts also commended the facilities.  But I'm kinda disappointed with the club after relocation. The older location on the 57 th floor to me was nicer and more cosy with better views of the garden as well as the pool. But service wise was better than…",4
"I didn't get to stay here, but have been invited to hangout/party in their suites by friends on 2 occasions. The suites are awesome. Overly generous in size, has all that you can possibly ask for, and a great view. I don't know how much my friend had to pay for it, but I'll bet it costs a fortune",4
I am very happy to stay in Marina Bay sand from 9th Nov to 11th Nov 2015... very nice hotel..excellent staff ... perfect location ....perfect food....kids enjoy a lot....Infinity pool on 57th floor..amazing ....One of the best hotel in my life.... defiantly come again next year ....,5
"To be honest, the only reason why I booked this hotel during my birthday is to experience how exhilarating it is to be on top of MBS and enjoying the view while half of your body is dipped into the pool! Lol It was really awesome.",5
"My wife and I stayed at this hotel as a bit of a treat for our 1 year wedding anniversary. Upon checking in we advised it was for our wedding anniversary and we got an upgraded room which was absolutely fantastic - we loved every minute at this hotel, the pool was sensational and it was quite sad to ever have to leave. The reason I can only give them 3 stars is because after we checked out we noticed our invoice had numerous charges for the minibar! WE DID NOT USE THE MINIBAR!!!!!!! We moved some of the cans out of the way so we could cool some bottles of water and for some medication! We were totally unaware that the fridge has weight sensors in it and you are automatically charged for moving the items.  Had they have noticed that we put all the items back and not charged us,…",3
"Was passing through Singapore on our round the world backpacking trip and couldn't pass up on the opportunity to stay at this fantastic hotel and treat ourselves for one night. Queue for check in was a tad long but went down quite quick with a lot of people around trying to speed things up. We got to our room, changed and headed straight up to the pool to get ""the"" shot in the pool. To our disappointment the pool was closed due to bad weather but was later reopened. Pool can get crowded with everyone wanting photos but is still pretty impressive. Room was spacious and had all the luxuries you would expect from a hotel of its kind. Lots of restaurant choices although we was disappointed in our choice of Bread Street Kitchen. Would love to return here, hopefully for more than one…",5
"We stayed for the first time at the Marina Bay Sands hotel for 2 nights prior to a stay with friends. After shopping around online, the best deal is to book directly through the hotel's website! They'll match anything but it was the best price anyway! We chose to add an option of the club membership. We have a 2 year old and a 4 year old and arriving around midnight we were warmly welcomed and a quick check in and they had everything in place. This maybe due to a very thorough pre-arrival email and confirmation sheet they requested? The hotel room we had was a 1 bedroom corner room on the 49th floor (the highest residential level). It was huge and beautiful. In reality given the size of the rooms we probably only needed a regular room? A fold out sofa was great for one child…",5
Was told if we wanted to go to the top of this building to take a lift to the 57th floor and go to one of the bars for a drink. This is what we did and had a pleasant time sipping on a cocktail (not cheap but worth it for the experience) and admiring the view. Also was able to see the infinity pool although access is only for hotel guests,4
"This is a great hotel, stunning to look at, excellent service and great rooms and facilities. The rooftop pool is amazing and great views all round. Highly recommend and really convenient for the convention centre",4
"Apart from its iconic infinity pool, even the basic rooms were equipped with all the luxury amenities. They gave us a room on the 37th floor overlooking the Gardens by the Bay. The view was stunning from there and from atop too. The breakfast spread was huge, offering varied options. Unfortunately, the cheese and chocolate buffet offered in the restaurants there needed prior reservation so wasn't able to try that. This is worth a stay atleast once.",5
"Stayed here for one night.  Let's start from the positive points: - View from the rooms and the pool (though the windows are a bit dirty) - Great if you are going for a performance or conference in MBS and of course you are visiting the casino  Negative points: - Amenities like shower gel, shampoo etc looks and feel cheap - Location not convenient if you are visiting places other than MBS, long queue for taxi after show and long walk from MRT - No turn down service for a 5 star hotel - Arrived at 2:15 pm and was told no rooms available. Went back at 3 pm, despite being the earliest check in time, no king size bed available - Many drink items in menu not available from the bar on 57th floor - Earlier than normal check out time at 11 am  Overall it feels more like a 4 star than 5…",3
"A really great hotel, with the best infinity pool I have ever seen anywhere in the world. Rooms are good, with good network connectivity. Room service varied and reasonably priced. Location is great, transport is easy (whether walking, taxi or the MRT, of which there is a connected station). Downsides? Well, I am quibbling here: on-premise restaurants are expensive (although you're better off exploring Singapore for food anyway), and there is no lounge / seating (I had a number of hours to kill between checkout and heading to the airport, and there was nowhere I could sit down and work).",4
"Our stay was super good. The receptionists and other staff were friendly and accommodating. The breakfast was fine - I like it. Room was fine too, spacious and clean - we got a deluxe room city view. I requested for a cake because it was my partner's birthday back then, and they delivered one. Everything went well during our stay! A bit pricey, but definitely worth it. Thumbs up!",5
"Marina bay sands	 Stay for nights:	3	 ,Checkin experience: 	5	out of 5, ,Room Size:	4	out of 5, ,Lifts:	4	out of 5, ,Amenities in room:	4	out of 5, ,Air conditioning:	4	out of 5, ,View from hotel:	4.5	out of 5, ,Service:	4	out of 5, ,Food:	4	out of 5, ,Cleanliness	4.5	out of 5, ,Conference rooms	5	out of 5, ,Lobby	4.5	out of 5, ,Value for Money	4.5	out of 5, ,Checkout Experience	4.5	out of 5, 		 One should stay at this hotel atleast for a night, Infinity pool is just awesome",5
"The hotel has a grand ambiance, very quick and supportive check-in, check-out.. But the wifi connection is very unstable and needs signing in continuously as there are a few plans although they are FOC ",5
This is my first time staying at MBS since I usually stayed at IHG(Platinum Elite) or Accor (gold) chain hotel but since during those period the room was not available. So I thought I gave MBS a try and see what the fuss about. I mostly travel to Singapore on business at least spend 15 nights a month.  Stayed at room 4681 from 04th Nov - 07th Nove 2015. Check in was very pleasant with so much information given by the Front Office which is a vey nice touch.   Everything was perfect until I turn on the TV the night before my checkout date. I checked on the billing status and to my surprise there's a charge for restaurant bill that I did not take which is Sky on 57. Immediately I phone the front office regarding this matter and i was told the FO manager has been notified and I can…,2
"i dont know if we were just lucky, but our experience at Marina Bay Sands, is so much different to so many reviews I read on here.  We loved every bit, we had a garden view room on the 30th floor in Tower 3.and the view was amazing, the room was spacious and perfect,the bathroom very luxurious  We even had a little balcony we were checked in early, bags bought up swiftly and an hour after check in , a lady came to the door, to make sure we were okay and if we needed anything.  The bed was super comfortable, and housekeeping perfect,  We had no problems getting a bed at the pool, even though we were there on the weekend, we went to the both during the day and at night, plenty of beds and plenty of space.  the pool is actually a bit overwhelming, it is so breathtaking,  We ate at…",5
"Wow, what a hotel. 57 floors across three blocks. The size is unbelievable.  When we first checked in, we had paid for the cheapest room, which at £225 wasn't exactly cheap. We were allocated a garden view room on the third floor. We were very disappointed about being so low so I asked to be higher and said I didn't mind paying slightly more. We were offered a city view room on the 53rd floor for an extra 53 singapore dollars (£25) and I didn't hesitate. You are already paying so much that extra bit gets you so much more.  Onto the room. Huge. Spacious. Clean. And the view... Wow! I've attached pictures as words can do no justice.  The main reason we wanted to stay here like a lot of others is because of the world's largest rooftop pool on the 57th floor. It was incredible. We…",5
I went with friends to celebrate my friend's birthday. We got a room with a really nice view (room 1011). This room is not city view but it looks to other side which is Gardens by the Bay. Room was big enough for us and we could ask for an extra bed for a child which was basically as big as the other twin beds we had. Bathroom also very nice and spacious but has no bathtub. This was in a basic room (can't remember room name). We were just there for a day so we didn't really want to splurge beyond that room (originally around SGD400plus). Luckily a friend's mother has a membership and we got a better deal.   Service was okay. We asked for a birthday cake to surprise my friend but it took ages to come. But anyway it was a sizeable cake and it was delicious.   The hotel has easy…,3
We stayed here for 3 nights in a premium room with the breakfast package.   We were on the 47th floor with views of the Marina. Rooms are generously sized and sice we were celebrating a birthday we were given a slice of cake with a candle after our room was serviced.  Whilst rooms are serviced daily...turndown service is only given uppn request. I found this quite unusual for a 5 star hotel.  Firstly the check in process surprisingly was really smooth and I was quite impressed. We had a VIP check in so we were taken straight from our cab to the room.   Thats where the impressive service stopped. This hotel is like a train station. Do not go here if you are after a relaxing holiday. You step out to a packed lobby with long ques at check in. The breakfast at sky on 57 is very…,3
"I've got no idea why this place would get negative reviews. Hotel is outstanding in every aspect. Huge well appointed rooms, amazing facilities, restaurant and pool and very friendly staff. Yes it is expensive but the whole experience is worth it. Only negative was the smog surrounding Singapore affected the view from the infinity pool.",5
"Gigantic hotels and resorts tend to be somewhat soulless and fails to make a guest special. Not MBS, though. From check in to how friendly and helpful the staff are. We were there for a week that just flew by Amenities are excellent. Accessible as it has a subway station and the shopping arcade is amazing. Restaurants are fantastic and nightlife quite vibrant We loved it so much we decided that our first trip abroad with our newborn son will be to MBS in February It's a unique destination in an amazing country  P.S. For a little more book a grand club room with city view. Out of this world",5
"We stayed here for 2 nights on our way from London to Australia.  What a great hotel - restaurants, shops etc at your doorstep! We had a grand club room - massive, stunning views and great decor. Service was faultless, staff happy to help and nothing is too much trouble! Can't wait to return!",5
Hotel check-in took us around an hour which is unacceptable but since we were offered a good upgrade we took back our happy faces. We Booked an Orchid Suite overnight and was immediately mesmerised by the view. The suite was a vast space of luxury and comfort fit for a picky traveler. The infinity swimming pool however was a disappointment because it was too overcrowded with guests taking selfies. Lots of activities within the hotel premises but if you plan to go elsewhere. MBS is easily accessible thru taxi or MRT.,4
"business trip with my son   stayed in a grande club suite  large hotel but could not provide two single beds  room other than this was fantastic, check in was long winded  and not that helpful even with the prices they charge  staff at breakfast were fantastic  shame they dont promote some to front desk.   pool was the highlight.",4
"Obviously this is an amazing hotel with world class facilities. But to be a world class hotel it is missing one vital ingredient. Guests will pay exorbitant tariffs if they are made to feel special. A quality hotel is where you are met with a welcome smile at the door, your cases whisked away to your room and you are escorted to your room with advice on how to use swipe cards and the features of th hotel. You are usually greeted with a treat, chocolates, fruit or wine and fresh milk for a cup of tea or coffee. None of this happens at the Sands. Instead you will easily be lost in a mass of guests and will need to find your own room. When you arrive you will discover you will need to pay for a fridge and high speed wifi. There is a small bar fridge full of overpriced drinks, a can…",3
"We were suggested to stay in this trendy hotel which has a nice view frm the 58th floor. Surprisingly when we were checking in, we were upgraded from Deluxe room which i booked for  nights, to Sands Suit on the 19th floor (Tower 1) with 145 sq.m. and a pool table inside. It was huge! We had a garden view. The room was nice and clean, though it was really huge. Thanks to coffee maker, i enjoyed a coffee every morning. They had a nice choice of bath accessories. However, breakfast in not included-(. Come on, guys! For that price - breakfast in not inlcuded? One time stay. Wouldnt choose it again.",4
I booked a superior room (city view) approx paid $450 inclusive of tax in usd per night. stayed for 4 nights.  -rooms are nice and big (but having able to try different hotels in singapore in my past visits its practically a standard sized room for singapore hotels.)  -no bathtubs for superior rooms (seeing how the bathroom looks makes me consider rooms overpriced)  -breakfast is good .. but make sure to come early as you will have to fall in line since its a huge hotel expect to cue longer (note:i paid extra for the bfast since its not included at my rate yet.)  -love the beds beddings and the comforters.  -beware of the mini bar and fridge since it has a computerized detector that will charge you automatically if u move anything in it.  -swimming pool at the top has a nice…,3
"The swimming pool makes all the difference, the room was really big but without any style, pretty ugly and old.  The swimming pool was amazing , i wasn't disappointed one second, the view on the whole city is so nice.  The service was excellent also.",4
"The Marina Bay Sands was a must when visiting Singapore and I don't regret it. We booked 3 nights for our honeymoon and it was our finale and much more than what we expected. Just some tips for people going to book. we booked a deluxe city view. It was lovely to wake up to in the morning, however I would have been happy to wake up on the other side also with a view of the Gardens by Bay as it tends to be misty some times. Also as you know the infinity pool is the highlight and to get the true experience and enjoy it practically to your self I highly recommend going up at 6.30am -definitely worth the early wake up call . Its too overcrowded any other time of the day. Breakfast of $43 was overpriced and you can grab a lovely breakfast in other places for half the amount. We took…",5
"We've been going to Singapore many times over the last few years. My husband's family celebrated my father-in-law's birthday by staying at MBS. It was a very pleasant experience. The only downside to the place is that there's always a LOT of people, but if you don't mind that, then great! If you're looking for less crowded accommodation, then this might not be for you. I like that it's near the ArtScience Museum, which always has great exhibits. All in all, great view, good food, excellent service.",4
"The best hotel ever to stay even though it is very very expensive.  Superb Infinity Pool, friendly staff.   Superb GYM with all facilities.  Perfect location and the view. Once in your lifetime everyone must stay there",5
"What can be said about the pool except WOW! This is an incredible view and an amazing concept of an infinity pool that overlooks the city. I was a little sceptical about the price for a casino. How wrong I was. I cannot stress enough, the pool is truly worth the price- even if it is just for a night or so.   The room is spacious and distinctly ""asian"" in appearance. Plenty of marble and gold but very comfortable and clean. There is a big balcony on most rooms which strangely do not have any outdoor furniture on it. We had a great view of the gardens which at night were spectacular. The hotel has amazing facilities including a great gym and fitness centre, plenty of amazing restaurants and one of the most efficient check out processes I have ever witnessed. This hotel, despite…",5
"Nice hotel. Rooms are spacious. The only downside is the number of mainland chinese tourist at the pool area n everywhere else. They are loud, they like to squeeze and don't understand personal space.   Food is not bad. There are many restaurants available. First floor, there is Jin Shan n Rise(buffet) or you can walk towards the shopping area where there are nice celebrity restaurants or even a food court ",3
"I took my family here to celebrate my birthday and it was a bad choice!!! It's sooooo busy, crowded, unorganized and overpriced!!! The only good part was the hotel is connected to the mall so that's handy.  I guess if you were a gambler, you might like it.  ",2
"This hotel is an icon in the Singapore skyline and with its spectacular infinity swimming pool it is a one-off must do.  It is a very large hotel in all senses, and that is the main reason it only gets a 4 from us. It is too large to give you the intimate feeling of a staff knowing you and your needs.  Everything works just fine everywhere in the hotel but you can't stop feeling that you are only a visitor, and only one out of a thousand.  The room, a deluxe room with city view, was spacious and had a decent sized bathroom. The view was also ok, being at 21 floor you had an ok city view but lower floors would struggle to have unobstructed view.  Ce La Vie bar on top floor has a fantastic view, it's crowded most of the time but you will get your chances of taking pictures every…",4
"I stayed at 8th floor of Tower 3 with Gardens by The Bay view last week.  We checked in from Tower 1 counter. The check in area was not impressive and did not reflect luxury as many other 5 star hotel did. There were people dressing down, dressing us, or even with wet bathing suits around.. And no welcome drink or even no staffs offering help for our luggage. I think the bigger hotel, the less service, it was not because they were poor manner, but mostly because out of hands with so many in/out guests. The check in was simple though, since we made bed & breakfast booking thru their website.  The highlight of this hotel, to be honest, was the infinity pool. It was so packed with people in the afternoon, but a bit less in the morning.  The room itself was standard, I would not say…",4
Great hotel and service. All is very nice looking very good room. Slept in tower 3 view to the marina bay -not the sea. Great view from 40 flour. But....Shops and restaurant very expensive :(. All them If meals are not included go out eat well and cheaper by high. ,5
"When you're in Singapore, you must stay in Marina Bay Sands. The pool is simply amazing. Wow! Also the room was so big with great bed and big and nice bathroom. This was the best hotel experience in my life. ",5
"While I cannot fault the hotel - Great rooms/bathrooms, very attentive staff and an amazing view from the sky deck/pool, I felt this hotel lacked any soul. It was simply one massive three tower monster with hundreds and hundreds of  people everywhere you looked. Swimming pool was completely overcrowded. breakfast buffet was good but again exceptionally busy as the restaurant would have easily seated 300-400 people. Most mornings had to queue for up to fifteen minutes to be seated. The large scale of the hotel prevents it from feeling luxurious which is would you would expect here given the price of the rooms. If you are looking for something a little classy, intimate, luxurious and value for money this is not the place for you.",3
"Having stayed for one night only after a cruise, I made sure to take full advantage of the hotel, the inifinity pool and the exclusive lounge on the top floor (for an additional fee) where I was treated like a VIP.  The hotel is something out of Star Trek and so much going on from a quiet coffee in the lobby to the beats on the roof garden.  Amazing night views not to be missed!",4
This hotel is perfect if you like to gamble and needless to say for the stunning sky deck and pool. However the lobby feels like a market at times due to it being overcrowded and the rooms are average. It feels like one of those mass convention hotels. Does not feel cosy or luxurious. ,4
"I stayed at this hotel with friends during the Grand Prix weekend. Immediate first impressions where that the hotel was luxury with high standards and helpful staff. The rooms where clean, spacious and had lovely views. Staff where always willing to help when their services where required. Only downside to this hotel is that it is very expensive and during Grand Prix weekend you have to stay for a minimum of 3 nights. The infinity pool on the roof was amazing with some jaw dropping views. ",4
Visited Singapore in Feb  so this review has been long due . Stayed there for 3 Nights with room being on 54th Floor over looking the botanical gardens.Room was very spacious and had serious amount of tech built into the rooms to control all operations which I loved . Now coming to best feature property had to offer INFINITY POOL on 96th Floor Covering all the 3 Towers The view of Singapore city below was spectacular .We stayed in the pool till it was lil dark to see all the lights of Skyscrapers.Great food and one of the Lagrest shopping Malls that I have seen .,5
"My cousin from Sydney and I stopped over for one night on the 20th.  All my complaints : - no proper automobile approaches for all three towers    Tower 3 has a very haphazard approach, cars were honking while we were trying to       get our bags    none for Tower 2  - no one to greet you, nor any porter to help with luggage at Tower 3 !!  - not enough concierge for the spread out floor plan of the hotel  - the computer system was down !    OMG, the hotel is less than 6 years old  - front desks at Tower 3 completely empty on the 21st morning     BIG time OMG !!! not even a proper person to direct, if not run the guests' needs to            the next Tower  - hotel lobby is like an outside public street     there were high school students running up and down the escalators into…",2
"In fact, I love it so much I didn't leave it.  Everything about it is fabulous.  Room, staff, ambience.  Perfect place to unwind and relax on your way to anywhere.  We chose to break our trip home from Europe to Australia with two nights at Marina Bay.  Pretty sure we've kicked the jet lag and what a place to do it.  The Club Rooms are great value with all the inclusions and just love a night time swim in that amazing pool.  We have been here before and I'm sure we will return again.  Pretty sure this is my favourite hotel in the world.",5
"Marina Bay Sands is enormous,grand and as busy as a small city.Hundreds of people in the foyer at all times.To walk the foyer of the 3 towers is like being in a large shopping mall.Nothing here is cheap from accommodation,drinks and food.We had an upgrade at an extra cost with magnificent city views.The rooms are spacious with floor to ceiling glass windows.The top pool floor is open early for a swim and to take in the amazing city views.We really enjoyed our few days here,check-in to service was fantastic.MRT is easy to navigate around town,very cheap and gets you to all the top tourist spots.",5
"我們在金沙住了一晚，大部份的時間都待在壯闊的空中泳池 來新加坡一定要造訪的景點，偉大的工程! 美中不足的是要避開每年10月，印尼的火耕季節讓新加坡天空佈滿霾....可惜 We stayed 1 night there, spent most of our time at the pool it is a MUST see place when you visit Singapore we went on this Oct, the only thing to complain was the bad weather the sky was covered by haze most of the time....sigh... other than that, it is really a nice hotel, amazing architecture including a convenient shopping center right beneath and quick access to the gardens by the bay. ",5
"this has definitely been my high light of my trip to asia.  This hotel was more than i expected.  We stayed in tower 2 on 34th floor overseeing the city view.  Wow is all i can say.  Fantastic room, the infinity pool and skypark was a site to remember.  I ended up staying in the entire time instead of exploring the city while i was here.   Worth every penny.  To save on high speed wifi you can opt in and sign up for a rewards card which they later waive the $20 fee.",5
"This is the most costliest place in Singapore and is consider to be a Las Vegas of Singapore.  However, for tourist, it's a photo op location. One should not miss the free fountain show which is remarkable in evenings. The brand stores are amazing. I would say it's a different world in Singapore. ",4
