"This place is a huge experience, from checking in to checking out, there is always something that will amaze you!  The hotel is just a small part of the immense complex that contains shops (every top brand going - Cartier, LV etc) which are all extortionately priced as always! There are indoor gondola rides, ice rinks and 2 huge theatres. All of this is just fun to walk around, but not really an essential part of the hotel.  The reason you will be thinking of staying here is:  The rooms - the floor to ceiling windows looking out over the city skyline at night is quite special. Make sure you get a room with a city view.  The roof top pool - this is a real treat. To sit in the pool in the evening watching the sun set between the skyscrapers from the 57th floor is breath taking.…",4,8/7/2021
"First of all, my impressions of MBS was not that positive . . . from the lobby it was impressive but it was so huge with so many random people milling about (a lot of tourists who are not guests of the hotel show up to gawk).  The adjacent mall may be fancy but it doesn't really have many shops of interest to people who are not high end fashionistas (i.e., me).  But then you check in . . . and the room is beautiful with a giant balcony, super comfy bed, classy decor and excellent bathroom with standalone shower and bathtub units.  And what can I say about the SkyDeck and pool except that it is surreal to be up there, I assume if Jesus had a pool it would be like the SkyPool.  Especially amazing at night, there are plenty of chaises for everyone and good food and drinks service. …",5,8/8/2021
"The hotel is beautiful and the service is impeccable. I was handicapped at the time and was treated with kindness and lots of help. The room service food and service was also wonderful - very tasty food and superb treatment.  I do have a complaint / concern... Part of my reason for staying at Marina Bay Sands was to enjoy the Sky Park. Since I was in a wheelchair, I was moving much slower that most people and need more help. Unfortunately, I was unable to check out at the designated ""check out"" time. No one told me that I would not be allowed to visit to the sky park after check out time unless I paid an entrance fee to enter the Sky Park.   I feel that with the rates they are charging, the hotel policy should be more flexible. If I knew that I would not be allowed up to the…",3,8/9/2021
"The room was clean and the toilet was amazing, really very spacious and lightings were bright. But the windows are not clean, you can visibly see the watermarks of rain and residues when you look out of the window. A pity about this issue, especially staying in MBS is very expensive and considered a 6-star hotel in Singapore. Apart from that, the pool is nice, clean and quite big.   Overlooking at the sceneries from the pool were definitely amazing and unforgettable. During day and night was totally a different view. A truly, world class hotel to say. Recommended to drop by for shopping even not staying for an accommodation. Entry to the casino is FREE for all foreigners.",3,8/10/2021
"...it's on my bucket list to stay in this iconic hotel so decided to booked a room for a night to experience the magnificence of MBS.  ...lobby is huge with a huge crowd, its lime a museum where your eyes will be busy appreciating the structure...  ...check-in is average and expected with the number of rooms that they have. Room is modern and offers the fantastic view of the gardens by the bay.  ...the infinity pool is a must to visit but be prepared with the crowd.  ...overall the amenity, the facilities, the view from the room and the infinity pool makes my stay worthy...",4,8/11/2021
"if you have the cash and the time, you need to stay here, if only to experience the sky park, with the infinity edge pool where you can take copious amounts of selfies with the Singapore skyline behind you. It is an iconic hotel and I'm glad i can check it off but other than that it's just an expensive hotel with very little soul.",4,8/12/2021
"It's definitely an iconic hotel and the view at the skypark is spectacular. We were staying at the deluxe room facing Garden By The Bay, which is a plus with great day/night view! However, the room itself is just normal but the bath room is big. It was crowded everywhere, especially the renowned infinite pool, it's packed from morning till night. Don't expect to go for a swim... You'll see almost everyone dipped in the pool taking pictures or selfies. They do have a few hot jacuzzi near the pool aide cafe. Yup, always packed and unless you don't mind squeezing in between! I had to wake up early in the morning to go to the pool in order to beat the crowd! The Shoppe is just next to hotel and you can go thru via underpass, like 5 min walk. Be prepared, it's all high end stuff! You…",4,8/13/2021
"So beautiful and luxorious hotel, the infinity pool is absolutely amazing. Excellent and friendly customer service! Concierge was very helpful. This is a hotel (and a hotel poo) one must see. I would recommend this hotel when traveling with friends or as a couple.",5,8/14/2021
"The main reason to stay here is the pool. It can be super busy at night and on weekends but something that you will never forget. The rooms are pretty average but have awesome view of Marina Bay, and the pricing isn't to bad for Singapore.",5,8/15/2021
"The view is spectacular, the massive roof top pool has an adult only section , and a little nippers end with a massive all play section. Plenty of options for meals. The 3 towers adjoin a massive high end shopping complex. This resort is very busy , men need to ensure you have a pair of jeans and shoes for access to some areas after 6 pm",5,8/16/2021
"We stayed here in part because we really wanted to experience the hotel everyone who goes to Singapore talks about. We were not disappointed. The room was spacious, the bathroom luxurious and the view outstanding. The pool, whilst busy was just beautiful, and the staff were friendly and very responsive. Well worth it!",5,8/17/2021
"We stayed for 2 nights in the hotel enroute to Europe for our honeymoon and was at first taken back by the horses in the vast lobby. However, check in was a breeze, staff were very friendly and the room was excellent!! They even gave us chocolate coated strawberries and complimentary breakfast which was a spectacular buffet. If you're willing to battle the crowds, the pool is obviously breathtaking. At breakfast, despite there being what felt like over a hundred people the service was excellent! They offered is coffee done to our specific requests and offered newspapers. The gym is small but very well equiped and location is second to none. Fantastic start to our ",4,8/18/2021
"We booked in for just one night  as an early birthday treat.  Although official check in is at 3pm, we were able to check in at 11am, which gave us extra time to visit the swimming pool, we were also given an extended check out at no extra cost.  Our room was in Tower Two on the 45th floor and looked out on to the Marina, which was great as were able to watch the light show over the Marina at 9.30pm from the comfort of our room.  Room was spacious and comfortably slept our family of four. We all loved our stay and if it wasn't quite so expensive am sure I would visit again. Definitely recommend this as a special treat.",4,8/19/2021
"Booked a suite with pool table, and the entire experience was great. Located on one of the high floor, the views are absolutely stunning. The suite is about 160 sq/m and has all the required. From bar to sofa to desk to dining table, and of course a pool table. 3 large screen TVs, a printer... the list goes on. There is also a shared bathroom. The bedroom is equally large with comfortable bed, and stunning bathroom. Breakfast buffet is huge, and excellent. There is definitely for everyone's taste. We did not have the time to make it to the swimming pool unfortunately, however made it to Kudeta, which to my opinion is one of the greatest bar in Singapore. Location is of course very convenient, located right in the middle of everything. Finally, service was excellent all along our…",5,8/20/2021
"hotel is fantastic with great view to the city and the open sea, infinity pool was crowded, didn't try the hotel food and beverages, but tried the food court, way too expensive for the food quality similar to orchard food court, back to the room review, nothing fancy and lack of wow factor, room is relatively small for the tariff, with the same tariff you can get bigger room in orchard road, for example royal plaza on scotts. stay here for the sake of been there, will definitely not be staying here again.",4,8/21/2021
"We stayed at this hotel for three nights on our way to Bali and 2 nights on way back to London.  This hotel is an iconic hotel in Singapore which looks fantastic and has beautiful views over the Marina or the Ocean depending on which side your room is facing.  The Skypark is one of the main attractions of the hotel, which becomes overcrowded in the evenings. The best time to go is in the morning.  The service to the room is good and efficient.  The room is clean and tidy.  Check in and check out sometimes takes a while but depends on the time of the day.  All in all, an OK hotel but nothing that stands out as exceptional other than the Skypark infinity pool. ",3,8/22/2021
"Family and luxury mixed altogether.  We went to Singapore to celebrate the birthday of my kid and glad to have stayed in Marina Sands.  Although the lobby is not as grand as some of the hotels,  the facilities and amenities are great.  Of course,  there's the infinity pool which the kids love. Tends to get overcrowded in the morning and dawn till night but it's ok.  Lobby can get a little overcrowded too.  Overall,  the view,  room and the infinity pool are the highlights of this hotel.  If you're up for shopping in high end boutiques then this is also the place for you. ",5,8/23/2021
The hotel room is well furnished and clean with good service and value it has king size single bed and sofa.it is five star service with two complimentary nights.V ery enjoyable and good  value.will recommend to anyone to become a MBS member to enjoy the amenities and facilities,4,8/24/2021
"This large hotel with 3 towers seemed to receive mixed reviews on TA. Our own personal experience has been fabulous. We spent 2 nights there just last weekend. The porters immediately took our bags upon exiting our taxi and we were directed to the reception area, with full explanations. The guy at reception Phil, was most helpful and gave us a nonsmoking double room on tower 3, 30th floor. Spectacular views! The shower is state the art and the bedroom is beautifully maintained. We were able to enjoy a massive buffet breakfast every morning on the ground floor and use the Infinity pool on the 57th floor. There is an MRT station ""Bayfront"" located in the basement near Tower 3, past the expensive shops, which connects you to the rest of the city for exploring and shopping. And yes,…",5,8/25/2021
Beautiful  hotel... top on roof pool and view is amazing !!! Breathtaking ..a must see ..a great place to stay even provided us with a fridge as their mini bar fridge was a remove items u pay fridge  great experience would def stay there again,5,8/26/2021
I was there to make sure i visit the top most floor. The building has perfect architecture. I was so much excited to be in that building. But the thing is you need to pay for that view. So what I did was  I visited the bar on top floor for which you dont need to pay to enter. If you wish you can ask for any drink else you can take few pictures experience the view and come back.!!,4,8/27/2021
Stayed early in December. The infinity pool at the top of the building is awesome! The hotel is in a great location and convenient to a lot of attractions. The only downside was a way too long check in and out process. The restaurant on the roof had a spectacular breakfast. I would definitely recommend this hotel.,4,8/28/2021
"Room is stunning with great view. Pool is amazing. Gym is good. Check in was ok. Location is isolated from main shopping areas. Hotel is way to huge. Takes a long time to go between areas. So many guests, it's like a tube station at peak hour all the time. 99% of guests are Asian. Rooms were not ready on arrival & had to get clothes out of our bags, this was done in lobby as no private place available. Lots of other guests had to do the same. When we asked hotel about this, they just did not care. We wanted to book tours and needed tourist guidance, but concierge was useless. Most staff are so overworked and always rushing. It's a very impersonal hotel and expensive. If it wasn't for pool area, few would stay here.",3,8/29/2021
"It's amazing to view Singapore from this luxury hotel on the top of the most expensive building in the world. The Skypark observation desk  offering a 360 degree view of the sea as also the island city and infinity pool  tempting you to swim into the clouds are located 57 stories high. The hotel spreads in three towers  plus club rooms and suits upto the prestigious Chairman Suit. More than 60 restaurants , 300 shops / outlets and Casino makes this sky oasis the most spectacular one. Felt like Las Vegas shifted to sea shore in Singapore !",4,8/30/2021
"The hotel is a huge complex, but at the same time it is not disturbing at all. Had a City View Club room on the 36th floor in Tower 2. The room was large, clean and had a prefect view to the City although it was only on the 36th floor out the 55 available floors.  The Infinity Pool on the 57th is just unbelievable. There is also a small pool for kids.  The staff was very friendly and they took a good care of us.  Although the hotel is a bit far from city centre (about 1 hour walking - which we have done) usage of the MRT is recommended.  The only negative the wifi in the room. The complimentary one is with 1MB/S while the paid one is 20MB/s, but pricy.  Would stay there again.",5,8/31/2021
"Marina bay sands is a lovely hotel. However, we anticipated that it would be a little more glamorous/ up market than this. The restaurants are seriously overpriced and all located in the attached shopping centre- may have been nice to have more restaurants located in the a actual hotel. There also seems to be no dress code throughout the bars/restaurants even though they are fine dining.   The customer service is also hit or miss, they always seem rushed and it lacks a personal touch. This could be due to the sheer volume of people that stay there- the place seems extremely hectic 24/7!   The casino was also a disappointment- we found it quite depressing, nothing like any casinos we have been to anywhere else in the world. No one drinks alcohol in there and the atmosphere is…",3,9/1/2021
This building as a landmark for Singapore. Would not be complete to Singapore if not enjoy the beautiful scenery Singapore panoramic views from the high pool like above of the clouds. expensive price comparable to what obtained here.  But the situation is crowded which proves the many people who come to this place.,4,9/2/2021
"It is Great Hotel, Amazing Breakfast!!!So Complete menu buffet..Service was excellent,huge hotel, and Amazing view from Pool and Room. It;s just difficult access to pool. you should move to another Tower to enjoy the pool. sometimes you could Lost..and just 2access card from 1 room. Limited access to pool. they allow for just 2 people. Complete Socket Charge..Amazing.",5,9/3/2021
"Very exclusive situation. Great room. Full automaticly hangings, two TV's and a big bed. The amazing pool on the roof with a perfect view around the city. Expensive but it's worth it. The personal was very friedly and the check in at the lobby was not to long. Easy access to the mrt network. Over the footbridge you are quickly at the garden by the bay. The elevator has no air condition, but for these few minutes in whitch on is it, its okay.",5,9/4/2021
"This hotel has lots going for it. It's easy to get to from the airport, has excelent rooms & facilities, a spectacular infinity pool on the roof, a good gym, easy walking distance to the equally spectacular Marina Bay Gardens which are well worth a few hours walking around & literally dozens of restaurants & up market shops all around. It does however also have some drawbacks. The lobby is a bit like an luxury train station with literally hundreds of people constantly milling around. Check in can also be a bit of nightmare if you arrive at the wrong time as everything is 'traffic flowed' so checking in after midday is OK but don't even try before. Everything is very 'regimented' which I guess it has to be with so many rooms & guests but don't stay here if you like small,…",4,9/5/2021
It's grate little bit of a rip off 2 drinks for £5.67 each! To get to the top you have to GO THROUGH 4 sets of lifts and they only go up or down if your put your keycard it a slot but good statues with a epic sky line pool and good view good accommodation HIGLEY RECOMMEND,5,9/6/2021
"I stayed at MBS clubroom with city view on 36th floor with my 7 yo son.  The room was great in everything, the view, the size.  Bathroom has bathtub with separate shower and toilet area.  I got the room right behind the LV shop which is the great spot for the light show.  Everything in the room was great, except the sofa bed was quite old and should be replaced.  We got to use the club lounge for the afternoon tea, the area is quite small.  For breakfast, we didn't have so much time, so we just had breakfast at the restaurant in the lobby area.   The dedicated club front for checking in and out was so slow. And it should have been better in terms of services render to the club customers.    The lobby was too crowded.  There should be an area separately where you can check-in and…",3,9/7/2021
"We picked this hotel as it is in the book ""1001 places to see before you die"". It is amazing. The rooftop pool really is incredible. The gardens next door are also amazing. We have a corner room on the 34th floor with spectacular views of the garden. As a corner room it is much bigger than the normal rooms but costs the same. My one advise to the management is that the check in is not so and there are a lot of people walking through the hotel on the ground floor site seeing. Once you check in though, get to your room, drip your bags and head up to roof pool. The hotel is superb, Just what you expect. ",5,9/8/2021
"Ok, yes it is extremely expensive to stay here, but you get what you pay for. Service throughout the hotel second to none. Infinity pool absolutely superb, poolside service brilliant, cocktails excellent and fries with Parmesan and truffle oil you just must try. Rooms brilliant with spectacular views and quality fixtures and fittings. For me,one of the best hotels ever........",5,9/9/2021
"I stayed here for four nights as part of a conference package.  It is a great hotel, but you do feel at times that its size means that you are just a cog in the machine.   The rooms are really well appointed and not too small.  The bed was comfortable and everything worked well. Of course it was all spotlessly clean. I loved my little balcony and enjoyed watching the storms come in across the bay.   The fridge was one of those sort that monitors what you take out. However, the housekeeping staff were willing to empty out the top layer of my fridge of all of the drinks and food so that I could put my own stuff in.  I was very pleasantly surprised that they had several USB charge points and international power sockets. I could have saved time not digging out my adaptors at home…",4,9/10/2021
"it's all about the skypool! Visited in November this year with two friends and the service for a very busy hotel was commendable. On check in, we arrived late in the evening and therefore there was not a long line. WE were offered a high floor (which is highly recommended) and because there were 3 people in the room, they brought an extra bed and amenities within minutes! Great complex with a large variety of shopping. The skypool is what everyone raves about. Thinking that there were so many guests we were very pleased to see that the pool was not crowded at all! Breathtaking views from the sky pool however the pool side drinks service is quite slow.  Definately recommend it as the place to stay in singapore even for one night! The pool makes it worthwhile.",5,9/11/2021
"It's expensive, but you get what you paid for. The hotel is huge and very crowded. But it's impressive; it's majestic; it feels and looks like a 5 star hotel. Our rooms were very large and nicely decorated. The bathroom was huge, nicely decorated and the bath products were very nice.  The pool at the top of the building is just as nice as the pictures make it. However, it's always crowded, morning and night. That's probably to be expected; and there are a lot of obnoxious kids to. Oh well.  It was a good stay. We stayed in tower three. There were a series of power outages in tower two while we were there. It was funny to watch the staff react to the power outages. They took it very seriously. We walked by the tower two elevator, where a crowd had developed, we kept walking and…",5,9/12/2021
This structure and operation works like a huge cruise ship. It's efficient and flashy but the service lacks an individual touch. Check-in line was long and it was challenging to hear what the receptionist was telling us because of the background noise so we asked politely if she could speak a bit louder but strangely enough she couldn't. Got the room an hour before the official check-in time and a late check-out for 12pm.  The premier room with a city view was spacious and tastefully furnished. Loved the huge bathroom with plenty of towels for once! The beds were large in size and very comfortable.  The skypool and the whole skypark were really nice and less busy than we expected. The views both to the city and the ocean were fantastic.  There were great restaurants and shopping…,4,9/13/2021
"My family and I stayed at Marina Bay Sands for 4 nights before going on a cruise.  Can't complain about the helpfulness or cleanliness of this hotel at all.  It was everything we imagined after doing our research on-line.  Would happily stay there again but only for a couple of nights as it is very expensive.  But if you want something to cross off your ""bucket list"", the infinity pool is amazing and the sunsets over the high-rises in the afternoon is something really special.    The only negative I have is that they do not include breakfast in your nightly rate and if they do, it is an additional $40.00 per person which is just ridiculous, especially when you have kids and they are flat out eating a piece of toast on the best of days!!!!!",5,9/14/2021
"5 Star is deserved, all, with the exception of not all the facilities of making a cup of tea (coffee yes) in our suite, this was our only very minor itch that we failed to scratch despite informing the staff. Other than this hiccup, it's a fantastic hotel and treat yourself to first class luxury once in your life as far as you are able to do so, you'll not be disappointed. Restaurants exquisite and not too expensive, Singapore itself is great, especially as we used it as a stop over towards Australia. I hope this proves useful to those interested.",5,9/15/2021
The hotel is spacious...big room and high tech fridge plus jacuzzi...I like everything. But the queue during check in and check out was far too long...we waited for 1-2 hours just to check in and out...a shame on such a grand hotel. Management should look into this.,3,9/16/2021
"We stayed in the hotel for a short getaway. The room looks great, the view from the room is also great and we enjoyed the bathtub dips and the spacious room. However towards midnight suddenly water starts raining down from one of the light sockets near the AC. We called the front desk and to our surprise it took 30 minutes for a technician to come. Furthermore it was after our second call to ""expedite"" the technician. After speaking with the technician about the issue we decided to ask the technician to call the front desk to request a new room. And again it took them 30 minutes to get a room. It was out of our expectation because as a guest we were hoping for a swift response noting it was now after midnight. We managed to get a new room around 3am. Slightly smaller but with…",3,9/17/2021
"The check-in process was horrible. We were asked to reply an SMS on our room requirements and check-in time the day before. When we reached the registration counter, we were again asked the same question while queuing. Then asked the same question when checking in. And asked the same question when we collected the key card to our room. I had earlier requested for extra bed for my child and informed via email that it was complimentary. I was told that the request would be tagged to my registration but to no avail. I was also told to pay $100+ for the extra bed when I collected the key card. By then, I was super angry after all the queuing and answering the same question. Giving us juice helped but the reception staff were treating us like cattle with ""take it or leave"" attitude. …",3,9/18/2021
the stay at the hotel itself has been very pleasant as it is a fantastic hotel however the pool experience has been terrible. We couldnt believe how basically the pool area is treated like an aquapark for family with screaming kids spending their entire day there! We dont know if that is the aim of the hotel but clealry having kids screaming and jumping up and down in the main infinity pool wasnt really the experience we were expecting especially after seeing the hotel website and premises. so just be aware!,3,9/19/2021
"This is an absolutely amazing structure and worth the visit. The pool on the top floor is amazing and most of the staff are genuinely friendly. The room is not as great, a tad small and needs some upgrades, however no major issues as its high in confort. Once visit here for a couple of nights is enough to get a good look and feel. Shopping centre across the road is great..",5,9/20/2021
Beautiful building with bay front and swimming pool on the top from where you can see whole Singapore city while swimming. Amazing shops and restaurants inside. Amazing water show on weekends on top. Rooms with the beautiful view.,5,9/21/2021
"I love this hotel, it is worth every penny, super comfortable sleep, incredible views from all angles, the service is wonderful and so is the food, plenty of dining, shopping options on site.  Incredible property and a must for any Asian travel bucket list! I look forward to my next visit!!!",5,9/22/2021
"The hotel looks simply stunning as you arrive, the large lobby area is beautiful and the hotel staff very nice and complimentary.  The rooms were also very nice, although our air conditioner could have worked more efficiently.  The breakfast area in the lobby served a good international selection.  What drew us to the hotel was a chance to swim in the infinity pool on top of the hotel.  The views at night are breathtaking.  It is a great place to simply relax, have a cocktail and soak in the skyline of Singapore.  The location of the hotel is very convenient to get into the city as well.  Our preferred method was the water taxi - fun to ride and also informative as it provides information, over a speaker, as you travel into the city.  Overall a great experience and something to…",5,9/23/2021
"I've stayed at this hotel several times here in Singapore. The hotel is connected to a mall and casino next door. The rooftop pool provides an amazing view of the city. It's also right next to the subway train, so it is very easy to get around the city. There is a grocery store and food court at the mall next door with food from around the world, in addition to celebrity chef restaurants. So food is not an issue.   The rooms themselves are well appointed. It's worth the extra money for the view with a balcony.   Some of the drawbacks:   It's a very popular hotel so expect tons of crowds in the lobby and at check in and check out.   Secondly, the hotel is very large, so prepare to do a lot of walking.   The rooms on the lower floors are off the lobby atrium, so noise can be an…",5,9/24/2021
"This hotel is unique in that the roof top is modeled after a boat. I paid for an executive room to include breakfast and evening cocktails. I found that to be very good value for money since you can eat and drink enough to fill you up for dinner! The hotel is very commercial and you are on your own from the minute you walk in. I should have been welcomed into the VIP check in service but that was no better than the regular desk. Once you get past that chaos, the hotel is lovely. Going to the roof top is quite the experience and you are walking distance to the Gardens ByThe Bay. If you get to the roof and get to the bow of the 'boat' it actually sways in the breeze!",4,9/25/2021
"Visually the hotel is quite stunning, it looks almost surreal as you see it from a distance and close up it is even more so.The  huge foyer, whilst extraordinary in many ways has the atmosphere of an  airport who large numbers of people milling around pulling hand luggage. Check in was quick and easy and the room facing the beautiful new botanical gardens was perfect in its presentation and layout. Although we were on the 10th floor I have to point out that the traffic noise was bad, ear plugs to assist sleep, bad. Also the AC fan was far too noisy and you could not leave it on overnight. I am not quite sure why or at what point a committee  of hoteliers was set up which came  to the unanimous decision to make a real effort to irritate guests by providing TV remotes that take 3…",4,9/26/2021
"We had a suite located on the 44th floor (Tower 2) which gave us a fantastic city view. The room is big and clean and so is the bathroom. The bed is very comfortable and the pillows are soft that we really had a restful sleep. The wifi is faster than average. The food at the sky lounge bar tastes really good too. However, I cannot say the same thing as regards the food selection at the lunch buffet in Rise which is quite frustrating although the wait staff service is great. Perhaps the Executive Chef should also consider serving pork dishes. There's also a subway station which makes travelling around the city state so convenient. Lots of shops and restaurants in the hotel complex. The skypark is also amazing.  I have to commend the staff who provided us with excellent service.…",5,9/27/2021
"My family and I had a great time at the Marina Bay Sands Resorts in Singapore, we were there from the 9 - 11 Dec 2014. Checking in was easy and I got the floor I wanted (higher floor). We were on the 47 th floor in Tower 1, and it was easy to go to the gym and the infinity pool.  We stayed mostly at the hotel as there are many things to do, shopping next door, and a park nearby. We even walked to the Merlion and then on to Orchard Road, did about 10 km that day! Oh, we also received a gift of chocolate strawberries as it was our sweet sixteen wedding anniversary... thank you so much MBS.",5,9/28/2021
"Arrival was a bit of a jolt to the senses,I had no idea how huge the hotel actually was,reception area is akin to an airport. After check in we tried to get to our room on 46th floor,initially we took the wrong lift,as did many others. Room was great view spectacular,we were looking directly at The Fullerton that I was beginning to think I should have booked. We decided to go to the ""Club"" We had booked a club room,for afternoon Tea. We had to take a lift up to another level go through security by producing our room key,we had one between two,at this point I wondered if we were in a Hotel or airport security. We arrived at the Club eventually to be met by the most delightful and charming staff especially the club manager Nadeem (I hope name is correct) he calmed me down brought …",5,9/29/2021
"I had the benefit of going up to the sky deck and what can I say, it was awesome! The city line was clearly visible and it seemed uncanny looking down at all those sky scrapers from above! I went in the day and will try to come again at night as I'm sure it'll be stunning.",4,9/30/2021
"We stayed at Family 2 bed rooms suite which's very nice, spacious and comfy.  The price was reasonable compared to all the services they provided.The staffs were friendly and helpful.  The roof top infinity pool has wonderful view. We love everything about this hotel.  We will definitely go back.",5,10/1/2021
"We were on Marina Bay Sands Observation Deck when we saw the Infinity pool. Wanted to check it out. One of the Nice Staff members told us,   “It is only accessible for the Hotel Guests, Why Don’t you book a room and Stay for a day or two.. I’m sure you will come back here to thank me for your amazing experience!”  This made me and my Friends curious and we booked a room to see how amazing this hotel is. Believe me, that was the best days of our life in Singapore!  -Staff and Service was just Excellent -Rooms and the View is Amazing -The Infinity Pool was an Out of this world experience   Singapore was the place me and my two best friends met, we all are planning a trip back there to celebrate our friendship soon. Marina Bay Sands will be our Host :)  At least once in your life…",5,10/2/2021
"Was back in SG for my holidays as I have been working in CN for the past few years and therefore thought that I will bring my gf to stay for a night at the much talk about MBS. Paid over 500 SGD for their Premier City Room with internet. Was looking forward to it...  On day of arrival and during check-in, was told that I was upgraded to their club room. Very excited and thankful about it. Upon getting into the room on the 35th level, I was utterly disappointed. Other than a big room, there was totally lack of character or class in design and furniture. The room is pure plain, furniture looks pitiful in such a large room. Then found out that the internet can only support emails or 30 mins of surfing...u call that free internet? And I found out that the free upgrade got no…",2,10/3/2021
"Massive hotel that is very well run.  Received helpful communication through SMS which allowed me to check-in and then let the hotel that I was about to arrive. I could then join the express line, which saved a lot of time checking-in. I had an ocean side room which had a balcony. There is no outside furniture, so we carried the room furniture out. The room was large, with an excellent huge bath. My colleagues had a city side room - the view is great, but the room is smaller and has no balcony. The pool is fantastic. I love the fact that they have an ""Adults Only"" section in the pool, which is strictly controlled by the lifeguards. All of the staff were very friendly and helpful. I checked out using SMS and so avoided more lines. Overall a great experience.",4,10/4/2021
"We stayed in marina bay sand as newly weds last dec 9 to 12. To our surprise upon arrival we were upgraded to the marina suite. The room was divine and given the chance we wouldn't  have left the hotel to go around to see the city. But the real icing in the cake was the butler services. This guys went above and beyond to make our stay special and memorable.  We were blown away by their effort to give us a special  turn in when they  discovered that we were newly weds. My wife really loved the scattered rose petal and the complementary wine and chocolates as well as the cute marina bay teddy bears. The service and efforts was really appreciated. Special thanks to Brax, Tiffany and Jun who made our stay extremely pleasant. Marina bay sands are lucky to have them, truly one of the…",5,10/5/2021
"Great hotel but for this price I have expected more. Long check-in time. Rooms of course were clean, the view from the pool is amazing especially at night. The gym is not the best and many tourists are on the rooftop.  Of course it's a nice hotel, and I want to stay here much longer, but as I write above for this price there could be a little bit more",4,10/6/2021
"This was the start of our honeymoon – after a long flight arriving in at 2am, being upgraded to a suite was an unexpected but fantastic surprise!!! Check in staff are really helpful and nice as well which is important for a hotel with guests arriving/departing at all hours of the night. The buffet breakfast was nice, but if it wasn’t included in our room rate we wouldn’t have gone there as it is expensive for what it is. The pool and bar upstairs are incredible – the Pepper Pots cocktail is delicious!",5,10/7/2021
I stayed for a night on the 16th with family. It is a nice place with great views and loads of selfie opportunity. The kids had a great time at the infinity pool. Had a tough time getting them out :). The staff were generally friendly and the checkin/checkout process is quick. Special thanks to Miss Manjula (spelling!) at the gym/spa entrance who was extremely helpful in explaining the facility to my family members who were there for the first time. Great job MBS.,4,10/8/2021
"If travelling to Singapore you must stay here at least one night. Yes it's big, it's busy, it's over the top, but well worth the stay just for the view and the pool. Save money by buying your alcohol from the 7 eleven at the train station below the hotel.",5,10/9/2021
"Actually I found all Singapore expensive for what it is the value is definitely not fair. About MBS - so many people around, the luxury about it is just lost as if it were a market sale. But it is far from being a sale there. At the pool you will have to search well to get a sunbed, enormous amount of people around you, like in an aquapark should say.  Having taken few foots and seen the sunset for once, will definitely not go back.  The rooms are huge, comfortable and well equipped. The only advantage",3,10/10/2021
Found everything overpriced or available elsewhere. The architecture is amazing both inside and out. Observation deck is worth a visit while cocktails are rediculously priced. Laser shoe at night is worth a look.,3,10/11/2021
I'm satisfied with all of the amenities and experience yet I was very upset with the Bellboy who loaded my luggages. He didn't gave me back my Neck Pillow. It was too late when I thought about it Coz I was already at the airport.  It wasn't that expensive though but it has a sentimental value that money couldn't replace.   ,3,10/12/2021
"It was a nice room but honestly it seems we are paying for the rooftop infinity pool rather for room. I felt the rate for the rooms at MBS are overpriced in that sense as I would expect better amenities in the room.   Room Check in time 3pm / check out time 11am Booked the premier room, twin beds which are two single beds (small double beds) Which is ok for family with 2 small kids. Stayed on the 8th floor which was a bit troublesome as you have to change lift on the 22nd floor to the rooftop infinity pool. Hence try to get higher floor rooms (22nd and above) if possible. Room was spacious but felt the balcony was a waste of a space.  There were extra pillow in cupboard so total of 5 pillows for the 4 of us.   TWG teabags were provided complimentary. It would be better if they…",4,10/13/2021
"Not a good start to our experience at Marina Bay Sands. We were checked-in half an hour late. It's weird, because they have a later check-in and earlier check-out than other hotels. Not sure what's so special about this hotel.   Oh yes, I do remember now. It's the infinity pool!!   Okay, that's about it. The price I paid was for the pool, which is crowded anyway. Excellent view nonetheless.   I'm surprised that there are repeat visitors to this property. There are other hotels that you can go to in Singapore, which offer a much better experience than Marina Bay Sands.  The only good experience I had here was the pool. Yup, I kept mentioning the pool because there's nothing else to compliment on!",2,10/14/2021
You come here so you can take a sweet photo from the infinity pool looking over the city. Guaranteed 100 likes. It's as amazing as it looks. The rooms are so comfy & the bed is like sleeping on a cloud of candy floss. If you're into selfies they offer selfie sticks. It's expensive but you're in the coolest looking building in Singapore.,5,10/15/2021
My overnight stay with aunt and uncle at Marina Bay Sands was unforgettable. The experience is superb! The staffs were very friendly and accomodating. Really a world-class and excellent hotel and service by MBS.,5,10/16/2021
"An excellent hotel to stay at. I booked a room here for my birthday, quite pricey but was definitely worth the $! From food, sight seeing, shopping to nature walks, very efficient transport...you can't go wrong sigh the Marina Bay Sands. I've had 3 business conferences here as well, fantastic service from staff, good food service, conference equipment  and venue.",5,10/17/2021
"The biggest disappointment. Huge building, no courtesy. Bellmen are unfriendly and no personalized service at all.  Of course, the view from the pool is fantastic! But it is not a reason to stay at this hotel. Ku De Ta is overpriced and again too crowded.",2,10/18/2021
